liga,family,period,prob_bin,bin_lo,bin_hi,n,mean_pred,observed_freq,gap
ligue-1,1x2,HT,5,0.50,0.60,355,0.535373,0.402817,-0.132556
ligue-1,1x2,HT,6,0.60,0.70,87,0.635993,0.482759,-0.153234
ligue-1,1x2,HT,7,0.70,0.80,23,0.735949,0.739130,0.003182
ligue-1,1x2,HT,8,0.80,0.90,1,0.848875,1.000000,0.151125
ligue-1,asian_handicap,FT,0,0.00,0.10,3231,0.051097,0.068400,0.017303
ligue-1,asian_handicap,FT,1,0.10,0.20,2652,0.147321,0.150830,0.003508
ligue-1,asian_handicap,FT,2,0.20,0.30,2019,0.247701,0.254086,0.006385
ligue-1,asian_handicap,FT,3,0.30,0.40,1732,0.349328,0.345843,-0.003485
ligue-1,asian_handicap,FT,4,0.40,0.50,1534,0.450889,0.454368,0.003479
ligue-1,asian_handicap,FT,5,0.50,0.60,1534,0.549111,0.545632,-0.003479
ligue-1,asian_handicap,FT,6,0.60,0.70,1732,0.650672,0.654157,0.003485
ligue-1,asian_handicap,FT,7,0.70,0.80,2019,0.752299,0.745914,-0.006385
ligue-1,asian_handicap,FT,8,0.80,0.90,2652,0.852679,0.849170,-0.003508
ligue-1,asian_handicap,FT,9,0.90,1.00,3231,0.948903,0.931600,-0.017303
ligue-1,asian_total,FT,0,0.00,0.10,170,0.073487,0.247059,0.173572
ligue-1,asian_total,FT,1,0.10,0.20,1167,0.159289,0.169666,0.010377
ligue-1,asian_total,FT,2,0.20,0.30,2029,0.250126,0.254312,0.004186
ligue-1,asian_total,FT,3,0.30,0.40,1932,0.348108,0.329710,-0.018398
ligue-1,asian_total,FT,4,0.40,0.50,1920,0.450382,0.480729,0.030347
ligue-1,asian_total,FT,5,0.50,0.60,1920,0.549618,0.519271,-0.030347
ligue-1,asian_total,FT,6,0.60,0.70,1932,0.651892,0.670290,0.018398
ligue-1,asian_total,FT,7,0.70,0.80,2029,0.749874,0.745688,-0.004186
ligue-1,asian_total,FT,8,0.80,0.90,1167,0.840711,0.830334,-0.010377
ligue-1,asian_total,FT,9,0.90,1.00,170,0.926513,0.752941,-0.173572
ligue-1,asian_total,HT,1,0.10,0.20,153,0.174731,0.313725,0.138995
ligue-1,asian_total,HT,2,0.20,0.30,1123,0.258224,0.338379,0.080155
ligue-1,asian_total,HT,3,0.30,0.40,1370,0.344578,0.390511,0.045933
ligue-1,asian_total,HT,4,0.40,0.50,472,0.437913,0.485169,0.047256
ligue-1,asian_total,HT,5,0.50,0.60,472,0.562087,0.514831,-0.047256
ligue-1,asian_total,HT,6,0.60,0.70,1370,0.655422,0.609489,-0.045933
ligue-1,asian_total,HT,7,0.70,0.80,1123,0.741776,0.661621,-0.080155
ligue-1,asian_total,HT,8,0.80,0.90,153,0.825269,0.686275,-0.138995
ligue-1,btts,FT,2,0.20,0.30,26,0.262199,0.769231,0.507032
ligue-1,btts,FT,3,0.30,0.40,283,0.367349,0.459364,0.092015
ligue-1,btts,FT,4,0.40,0.50,1201,0.456608,0.519567,0.062959
ligue-1,btts,FT,5,0.50,0.60,1201,0.543392,0.480433,-0.062959
ligue-1,btts,FT,6,0.60,0.70,283,0.632651,0.540636,-0.092015
ligue-1,btts,FT,7,0.70,0.80,26,0.737801,0.230769,-0.507032
ligue-1,btts,HT,0,0.00,0.10,65,0.086149,0.169231,0.083082
ligue-1,btts,HT,1,0.10,0.20,1220,0.154233,0.200820,0.046587
ligue-1,btts,HT,2,0.20,0.30,222,0.222001,0.261261,0.039260
ligue-1,btts,HT,3,0.30,0.40,3,0.322317,0.000000,-0.322317
ligue-1,btts,HT,6,0.60,0.70,3,0.677683,1.000000,0.322317
ligue-1,btts,HT,7,0.70,0.80,222,0.777999,0.738739,-0.039260
ligue-1,btts,HT,8,0.80,0.90,1220,0.845767,0.799180,-0.046587
ligue-1,btts,HT,9,0.90,1.00,65,0.913851,0.830769,-0.083082
ligue-1,btts_algum_tempo,FULL,1,0.10,0.20,13,0.186389,0.538462,0.352072
ligue-1,btts_algum_tempo,FULL,2,0.20,0.30,142,0.271002,0.436620,0.165618
ligue-1,btts_algum_tempo,FULL,3,0.30,0.40,651,0.357871,0.417819,0.059948
ligue-1,btts_algum_tempo,FULL,4,0.40,0.50,704,0.445831,0.433239,-0.012593
ligue-1,btts_algum_tempo,FULL,5,0.50,0.60,704,0.554169,0.566761,0.012593
ligue-1,btts_algum_tempo,FULL,6,0.60,0.70,651,0.642129,0.582181,-0.059948
ligue-1,btts_algum_tempo,FULL,7,0.70,0.80,142,0.728998,0.563380,-0.165618
ligue-1,btts_algum_tempo,FULL,8,0.80,0.90,13,0.813611,0.461538,-0.352072
ligue-1,btts_ambos_tempos,FULL,0,0.00,0.10,1479,0.046153,0.055443,0.009289
ligue-1,btts_ambos_tempos,FULL,1,0.10,0.20,31,0.116263,0.096774,-0.019489
ligue-1,btts_ambos_tempos,FULL,8,0.80,0.90,31,0.883737,0.903226,0.019489
ligue-1,btts_ambos_tempos,FULL,9,0.90,1.00,1479,0.953847,0.944557,-0.009289
ligue-1,cartoes,FT,0,0.00,0.10,4820,0.058851,0.107261,0.048410
ligue-1,cartoes,FT,1,0.10,0.20,6560,0.147258,0.161280,0.014022
ligue-1,cartoes,FT,2,0.20,0.30,4478,0.247492,0.274453,0.026961
ligue-1,cartoes,FT,3,0.30,0.40,2863,0.347194,0.362557,0.015363
ligue-1,cartoes,FT,4,0.40,0.50,3929,0.453688,0.468313,0.014624
ligue-1,cartoes,FT,5,0.50,0.60,3929,0.546312,0.531687,-0.014624
ligue-1,cartoes,FT,6,0.60,0.70,2863,0.652806,0.637443,-0.015363
ligue-1,cartoes,FT,7,0.70,0.80,4478,0.752508,0.725547,-0.026961
ligue-1,cartoes,FT,8,0.80,0.90,6560,0.852742,0.838720,-0.014022
ligue-1,cartoes,FT,9,0.90,1.00,4820,0.941149,0.892739,-0.048410
ligue-1,cartoes,HT,0,0.00,0.10,3985,0.059968,0.622334,0.562366
ligue-1,cartoes,HT,1,0.10,0.20,2056,0.123951,0.693580,0.569629
ligue-1,cartoes,HT,2,0.20,0.30,1191,0.269127,0.727120,0.457993
ligue-1,cartoes,HT,3,0.30,0.40,2963,0.353593,0.528856,0.175263
ligue-1,cartoes,HT,4,0.40,0.50,1885,0.439447,0.770292,0.330845
ligue-1,cartoes,HT,5,0.50,0.60,1885,0.560553,0.229708,-0.330845
ligue-1,cartoes,HT,6,0.60,0.70,2963,0.646407,0.471144,-0.175263
ligue-1,cartoes,HT,7,0.70,0.80,1191,0.730873,0.272880,-0.457993
ligue-1,cartoes,HT,8,0.80,0.90,2056,0.876049,0.306420,-0.569629
ligue-1,cartoes,HT,9,0.90,1.00,3985,0.940032,0.377666,-0.562366
ligue-1,cartoes_1x2,FT,1,0.10,0.20,271,0.182553,0.188192,0.005639
ligue-1,cartoes_1x2,FT,2,0.20,0.30,1713,0.231437,0.267951,0.036514
ligue-1,cartoes_1x2,FT,3,0.30,0.40,1165,0.350708,0.327897,-0.022811
ligue-1,cartoes_1x2,FT,4,0.40,0.50,1015,0.444921,0.434483,-0.010438
ligue-1,cartoes_1x2,FT,5,0.50,0.60,299,0.538491,0.471572,-0.066919
ligue-1,cartoes_1x2,FT,6,0.60,0.70,60,0.630386,0.550000,-0.080386
ligue-1,cartoes_1x2,FT,7,0.70,0.80,7,0.725042,0.428571,-0.296470
ligue-1,chutes,FT,0,0.00,0.10,17158,0.031890,0.068714,0.036824
ligue-1,chutes,FT,1,0.10,0.20,8258,0.146486,0.213127,0.066640
ligue-1,chutes,FT,2,0.20,0.30,7748,0.249101,0.297109,0.048008
ligue-1,chutes,FT,3,0.30,0.40,6776,0.348448,0.377952,0.029503
ligue-1,chutes,FT,4,0.40,0.50,6870,0.450926,0.461718,0.010792
ligue-1,chutes,FT,5,0.50,0.60,6870,0.549074,0.538282,-0.010792
ligue-1,chutes,FT,6,0.60,0.70,6776,0.651552,0.622048,-0.029503
ligue-1,chutes,FT,7,0.70,0.80,7748,0.750899,0.702891,-0.048008
ligue-1,chutes,FT,8,0.80,0.90,8258,0.853514,0.786873,-0.066640
ligue-1,chutes,FT,9,0.90,1.00,17158,0.968110,0.931286,-0.036824
ligue-1,chutes,HT,0,0.00,0.10,8012,0.043883,0.000624,-0.043259
ligue-1,chutes,HT,1,0.10,0.20,4318,0.144669,0.008800,-0.135869
ligue-1,chutes,HT,2,0.20,0.30,2952,0.250577,0.069444,-0.181132
ligue-1,chutes,HT,3,0.30,0.40,2016,0.350285,0.234127,-0.116158
ligue-1,chutes,HT,4,0.40,0.50,2332,0.445317,0.370497,-0.074819
ligue-1,chutes,HT,5,0.50,0.60,2332,0.554683,0.629503,0.074819
ligue-1,chutes,HT,6,0.60,0.70,2016,0.649715,0.765873,0.116158
ligue-1,chutes,HT,7,0.70,0.80,2952,0.749423,0.930556,0.181132
ligue-1,chutes,HT,8,0.80,0.90,4318,0.855331,0.991200,0.135869
ligue-1,chutes,HT,9,0.90,1.00,8012,0.956117,0.999376,0.043259
ligue-1,chutes_alvo,FT,0,0.00,0.10,4530,0.067602,0.082119,0.014517
ligue-1,chutes_alvo,FT,1,0.10,0.20,3912,0.164798,0.189673,0.024874
ligue-1,chutes_alvo,FT,2,0.20,0.30,6658,0.256564,0.285221,0.028657
ligue-1,chutes_alvo,FT,3,0.30,0.40,5211,0.360160,0.376895,0.016735
ligue-1,chutes_alvo,FT,4,0.40,0.50,5359,0.445325,0.454562,0.009238
ligue-1,chutes_alvo,FT,5,0.50,0.60,5359,0.554675,0.545438,-0.009238
ligue-1,chutes_alvo,FT,6,0.60,0.70,5211,0.639840,0.623105,-0.016735
ligue-1,chutes_alvo,FT,7,0.70,0.80,6658,0.743436,0.714779,-0.028657
ligue-1,chutes_alvo,FT,8,0.80,0.90,3912,0.835202,0.810327,-0.024874
ligue-1,chutes_alvo,FT,9,0.90,1.00,4530,0.932398,0.917881,-0.014517
ligue-1,chutes_alvo,HT,1,0.10,0.20,3020,0.174840,0.026821,-0.148019
ligue-1,chutes_alvo,HT,2,0.20,0.30,4530,0.260709,0.827815,0.567105
ligue-1,chutes_alvo,HT,3,0.30,0.40,1510,0.323058,0.010596,-0.312462
ligue-1,chutes_alvo,HT,4,0.40,0.50,4530,0.472279,0.460706,-0.011573
ligue-1,chutes_alvo,HT,5,0.50,0.60,4530,0.527721,0.539294,0.011573
ligue-1,chutes_alvo,HT,6,0.60,0.70,1510,0.676942,0.989404,0.312462
ligue-1,chutes_alvo,HT,7,0.70,0.80,4530,0.739291,0.172185,-0.567105
ligue-1,chutes_alvo,HT,8,0.80,0.90,3020,0.825160,0.973179,0.148019
ligue-1,correct_score,FT,0,0.00,0.10,38772,0.027332,0.030357,0.003025
ligue-1,correct_score,FT,1,0.10,0.20,3406,0.123768,0.093365,-0.030404
ligue-1,correct_score,FT,2,0.20,0.30,69,0.234421,0.057971,-0.176450
ligue-1,correct_score,FT,3,0.30,0.40,23,0.341893,0.347826,0.005933
ligue-1,correct_score,FT,4,0.40,0.50,7,0.425736,0.285714,-0.140021
ligue-1,correct_score,FT,5,0.50,0.60,2,0.523435,0.500000,-0.023435
ligue-1,correct_score,FT,6,0.60,0.70,1,0.672923,0.000000,-0.672923
ligue-1,correct_score,HT,0,0.00,0.10,9945,0.037447,0.047562,0.010115
ligue-1,correct_score,HT,1,0.10,0.20,2465,0.139886,0.133469,-0.006417
ligue-1,correct_score,HT,2,0.20,0.30,1630,0.246510,0.245399,-0.001111
ligue-1,correct_score,HT,3,0.30,0.40,802,0.346291,0.286783,-0.059508
ligue-1,correct_score,HT,4,0.40,0.50,241,0.432395,0.319502,-0.112893
ligue-1,correct_score,HT,5,0.50,0.60,17,0.531309,0.058824,-0.472485
ligue-1,dnb,2T,0,0.00,0.10,93,0.064483,0.215054,0.150571
ligue-1,dnb,2T,1,0.10,0.20,225,0.151694,0.293333,0.141639
ligue-1,dnb,2T,2,0.20,0.30,241,0.246100,0.356846,0.110746
ligue-1,dnb,2T,3,0.30,0.40,237,0.350362,0.375527,0.025165
ligue-1,dnb,2T,4,0.40,0.50,210,0.452893,0.519048,0.066154
ligue-1,dnb,2T,5,0.50,0.60,210,0.547107,0.480952,-0.066154
ligue-1,dnb,2T,6,0.60,0.70,237,0.649638,0.624473,-0.025165
ligue-1,dnb,2T,7,0.70,0.80,241,0.753900,0.643154,-0.110746
ligue-1,dnb,2T,8,0.80,0.90,225,0.848306,0.706667,-0.141639
ligue-1,dnb,2T,9,0.90,1.00,93,0.935517,0.784946,-0.150571
ligue-1,dnb,FT,0,0.00,0.10,190,0.058645,0.210526,0.151881
ligue-1,dnb,FT,1,0.10,0.20,262,0.151371,0.255725,0.104354
ligue-1,dnb,FT,2,0.20,0.30,243,0.247602,0.349794,0.102192
ligue-1,dnb,FT,3,0.30,0.40,230,0.348473,0.386957,0.038484
ligue-1,dnb,FT,4,0.40,0.50,224,0.451092,0.468750,0.017658
ligue-1,dnb,FT,5,0.50,0.60,224,0.548908,0.531250,-0.017658
ligue-1,dnb,FT,6,0.60,0.70,230,0.651527,0.613043,-0.038484
ligue-1,dnb,FT,7,0.70,0.80,243,0.752398,0.650206,-0.102192
ligue-1,dnb,FT,8,0.80,0.90,262,0.848629,0.744275,-0.104354
ligue-1,dnb,FT,9,0.90,1.00,190,0.941355,0.789474,-0.151881
ligue-1,dnb,HT,0,0.00,0.10,43,0.067956,0.162791,0.094835
ligue-1,dnb,HT,1,0.10,0.20,171,0.153002,0.257310,0.104308
ligue-1,dnb,HT,2,0.20,0.30,236,0.250424,0.347458,0.097033
ligue-1,dnb,HT,3,0.30,0.40,228,0.354017,0.399123,0.045106
ligue-1,dnb,HT,4,0.40,0.50,235,0.452236,0.417021,-0.035214
ligue-1,dnb,HT,5,0.50,0.60,235,0.547764,0.582979,0.035214
ligue-1,dnb,HT,6,0.60,0.70,228,0.645983,0.600877,-0.045106
ligue-1,dnb,HT,7,0.70,0.80,236,0.749576,0.652542,-0.097033
ligue-1,dnb,HT,8,0.80,0.90,171,0.846998,0.742690,-0.104308
ligue-1,dnb,HT,9,0.90,1.00,43,0.932044,0.837209,-0.094835
ligue-1,dupla,2T,0,0.00,0.10,1,0.070780,0.000000,-0.070780
ligue-1,dupla,2T,1,0.10,0.20,31,0.165899,0.354839,0.188939
ligue-1,dupla,2T,2,0.20,0.30,95,0.265426,0.431579,0.166153
ligue-1,dupla,2T,3,0.30,0.40,171,0.358277,0.444444,0.086167
ligue-1,dupla,2T,4,0.40,0.50,317,0.451965,0.514196,0.062231
ligue-1,dupla,2T,5,0.50,0.60,575,0.558718,0.598261,0.039543
ligue-1,dupla,2T,6,0.60,0.70,1464,0.650406,0.663934,0.013528
ligue-1,dupla,2T,7,0.70,0.80,968,0.746837,0.733471,-0.013366
ligue-1,dupla,2T,8,0.80,0.90,670,0.846740,0.759701,-0.087038
ligue-1,dupla,2T,9,0.90,1.00,238,0.929922,0.815126,-0.114796
ligue-1,dupla,FT,0,0.00,0.10,34,0.069158,0.205882,0.136724
ligue-1,dupla,FT,1,0.10,0.20,117,0.157033,0.333333,0.176300
ligue-1,dupla,FT,2,0.20,0.30,192,0.253933,0.380208,0.126275
ligue-1,dupla,FT,3,0.30,0.40,288,0.350626,0.437500,0.086874
ligue-1,dupla,FT,4,0.40,0.50,324,0.453586,0.530864,0.077279
ligue-1,dupla,FT,5,0.50,0.60,361,0.551353,0.573407,0.022054
ligue-1,dupla,FT,6,0.60,0.70,586,0.656581,0.660410,0.003828
ligue-1,dupla,FT,7,0.70,0.80,1399,0.747915,0.739814,-0.008101
ligue-1,dupla,FT,8,0.80,0.90,865,0.845320,0.775723,-0.069598
ligue-1,dupla,FT,9,0.90,1.00,364,0.937496,0.832418,-0.105078
ligue-1,dupla,HT,1,0.10,0.20,1,0.151125,0.000000,-0.151125
ligue-1,dupla,HT,2,0.20,0.30,23,0.264051,0.260870,-0.003182
ligue-1,dupla,HT,3,0.30,0.40,87,0.364007,0.517241,0.153234
ligue-1,dupla,HT,4,0.40,0.50,355,0.464627,0.597183,0.132556
ligue-1,dupla,HT,5,0.50,0.60,1289,0.551296,0.601241,0.049945
ligue-1,dupla,HT,6,0.60,0.70,909,0.647226,0.620462,-0.026764
ligue-1,dupla,HT,7,0.70,0.80,838,0.750568,0.710024,-0.040544
ligue-1,dupla,HT,8,0.80,0.90,802,0.847911,0.791771,-0.056140
ligue-1,dupla,HT,9,0.90,1.00,226,0.925731,0.831858,-0.093873
ligue-1,escanteios,FT,0,0.00,0.10,4634,0.064632,0.109193,0.044561
ligue-1,escanteios,FT,1,0.10,0.20,7091,0.150258,0.192498,0.042240
ligue-1,escanteios,FT,2,0.20,0.30,6836,0.248238,0.282621,0.034383
ligue-1,escanteios,FT,3,0.30,0.40,5931,0.350134,0.367897,0.017764
ligue-1,escanteios,FT,4,0.40,0.50,5708,0.448895,0.462684,0.013789
ligue-1,escanteios,FT,5,0.50,0.60,5708,0.551105,0.537316,-0.013789
ligue-1,escanteios,FT,6,0.60,0.70,5931,0.649866,0.632103,-0.017764
ligue-1,escanteios,FT,7,0.70,0.80,6836,0.751762,0.717379,-0.034383
ligue-1,escanteios,FT,8,0.80,0.90,7091,0.849742,0.807502,-0.042240
ligue-1,escanteios,FT,9,0.90,1.00,4634,0.935368,0.890807,-0.044561
ligue-1,escanteios,HT,0,0.00,0.10,4597,0.064526,0.115075,0.050549
ligue-1,escanteios,HT,1,0.10,0.20,6003,0.146899,0.198901,0.052002
ligue-1,escanteios,HT,2,0.20,0.30,4348,0.244309,0.272309,0.028001
ligue-1,escanteios,HT,3,0.30,0.40,4008,0.352021,0.379990,0.027969
ligue-1,escanteios,HT,4,0.40,0.50,3694,0.447517,0.447753,0.000236
ligue-1,escanteios,HT,5,0.50,0.60,3694,0.552483,0.552247,-0.000236
ligue-1,escanteios,HT,6,0.60,0.70,4008,0.647979,0.620010,-0.027969
ligue-1,escanteios,HT,7,0.70,0.80,4348,0.755691,0.727691,-0.028001
ligue-1,escanteios,HT,8,0.80,0.90,6003,0.853101,0.801099,-0.052002
ligue-1,escanteios,HT,9,0.90,1.00,4597,0.935474,0.884925,-0.050549
ligue-1,escanteios_1x2,FT,0,0.00,0.10,67,0.090783,0.104478,0.013694
ligue-1,escanteios_1x2,FT,1,0.10,0.20,1558,0.126395,0.106547,-0.019848
ligue-1,escanteios_1x2,FT,2,0.20,0.30,545,0.254447,0.271560,0.017113
ligue-1,escanteios_1x2,FT,3,0.30,0.40,619,0.352503,0.378029,0.025526
ligue-1,escanteios_1x2,FT,4,0.40,0.50,642,0.448492,0.453271,0.004779
ligue-1,escanteios_1x2,FT,5,0.50,0.60,571,0.547364,0.541156,-0.006208
ligue-1,escanteios_1x2,FT,6,0.60,0.70,423,0.643473,0.661939,0.018465
ligue-1,escanteios_1x2,FT,7,0.70,0.80,99,0.731680,0.717172,-0.014509
ligue-1,escanteios_1x2,FT,8,0.80,0.90,6,0.836551,0.666667,-0.169884
ligue-1,escanteios_1x2,HT,1,0.10,0.20,867,0.191800,0.151096,-0.040704
ligue-1,escanteios_1x2,HT,2,0.20,0.30,1216,0.236264,0.194079,-0.042185
ligue-1,escanteios_1x2,HT,3,0.30,0.40,970,0.352333,0.390722,0.038389
ligue-1,escanteios_1x2,HT,4,0.40,0.50,923,0.447431,0.444204,-0.003227
ligue-1,escanteios_1x2,HT,5,0.50,0.60,521,0.538863,0.642994,0.104131
ligue-1,escanteios_1x2,HT,6,0.60,0.70,31,0.628898,0.580645,-0.048253
ligue-1,escanteios_1x2,HT,7,0.70,0.80,2,0.713776,0.500000,-0.213776
ligue-1,escanteios_exato,FT,0,0.00,0.10,17125,0.038925,0.043036,0.004111
ligue-1,escanteios_exato,FT,1,0.10,0.20,7025,0.119721,0.110036,-0.009686
ligue-1,escanteios_exato,FT,2,0.20,0.30,9,0.228157,0.000000,-0.228157
ligue-1,escanteios_exato,FT,3,0.30,0.40,1,0.309368,0.000000,-0.309368
ligue-1,faltas,FT,0,0.00,0.10,2190,0.071665,0.108676,0.037011
ligue-1,faltas,FT,1,0.10,0.20,4597,0.150921,0.185556,0.034635
ligue-1,faltas,FT,2,0.20,0.30,4948,0.249385,0.280517,0.031133
ligue-1,faltas,FT,3,0.30,0.40,4974,0.349935,0.365099,0.015164
ligue-1,faltas,FT,4,0.40,0.50,4431,0.449604,0.454751,0.005146
ligue-1,faltas,FT,5,0.50,0.60,4431,0.550396,0.545249,-0.005146
ligue-1,faltas,FT,6,0.60,0.70,4974,0.650065,0.634901,-0.015164
ligue-1,faltas,FT,7,0.70,0.80,4948,0.750615,0.719483,-0.031133
ligue-1,faltas,FT,8,0.80,0.90,4597,0.849079,0.814444,-0.034635
ligue-1,faltas,FT,9,0.90,1.00,2190,0.928335,0.891324,-0.037011
ligue-1,gols,2T,0,0.00,0.10,1008,0.067051,0.064484,-0.002567
ligue-1,gols,2T,1,0.10,0.20,1724,0.152550,0.155452,0.002903
ligue-1,gols,2T,2,0.20,0.30,1411,0.242655,0.226790,-0.015866
ligue-1,gols,2T,3,0.30,0.40,774,0.349893,0.347545,-0.002347
ligue-1,gols,2T,4,0.40,0.50,1123,0.453536,0.465717,0.012181
ligue-1,gols,2T,5,0.50,0.60,1123,0.546464,0.534283,-0.012181
ligue-1,gols,2T,6,0.60,0.70,774,0.650107,0.652455,0.002347
ligue-1,gols,2T,7,0.70,0.80,1411,0.757345,0.773210,0.015866
ligue-1,gols,2T,8,0.80,0.90,1724,0.847450,0.844548,-0.002903
ligue-1,gols,2T,9,0.90,1.00,1008,0.932949,0.935516,0.002567
ligue-1,gols,FT,0,0.00,0.10,9559,0.040158,0.055759,0.015601
ligue-1,gols,FT,1,0.10,0.20,4516,0.146905,0.170505,0.023600
ligue-1,gols,FT,2,0.20,0.30,3790,0.248619,0.267282,0.018664
ligue-1,gols,FT,3,0.30,0.40,3274,0.349489,0.346976,-0.002513
ligue-1,gols,FT,4,0.40,0.50,3021,0.450347,0.467064,0.016717
ligue-1,gols,FT,5,0.50,0.60,3021,0.549653,0.532936,-0.016717
ligue-1,gols,FT,6,0.60,0.70,3274,0.650511,0.653024,0.002513
ligue-1,gols,FT,7,0.70,0.80,3790,0.751381,0.732718,-0.018664
ligue-1,gols,FT,8,0.80,0.90,4516,0.853095,0.829495,-0.023600
ligue-1,gols,FT,9,0.90,1.00,9559,0.959842,0.944241,-0.015601
ligue-1,gols,HT,0,0.00,0.10,3871,0.049775,0.079824,0.030049
ligue-1,gols,HT,1,0.10,0.20,1810,0.142630,0.171271,0.028641
ligue-1,gols,HT,2,0.20,0.30,2094,0.254763,0.300382,0.045619
ligue-1,gols,HT,3,0.30,0.40,2652,0.346439,0.356712,0.010273
ligue-1,gols,HT,4,0.40,0.50,1653,0.445637,0.455535,0.009899
ligue-1,gols,HT,5,0.50,0.60,1653,0.554363,0.544465,-0.009899
ligue-1,gols,HT,6,0.60,0.70,2652,0.653561,0.643288,-0.010273
ligue-1,gols,HT,7,0.70,0.80,2094,0.745237,0.699618,-0.045619
ligue-1,gols,HT,8,0.80,0.90,1810,0.857370,0.828729,-0.028641
ligue-1,gols,HT,9,0.90,1.00,3871,0.950225,0.920176,-0.030049
ligue-1,handicap,FT,0,0.00,0.10,5128,0.044407,0.068838,0.024430
ligue-1,handicap,FT,1,0.10,0.20,3604,0.150269,0.150388,0.000119
ligue-1,handicap,FT,2,0.20,0.30,2688,0.233807,0.238839,0.005032
ligue-1,handicap,FT,3,0.30,0.40,796,0.348709,0.347990,-0.000719
ligue-1,handicap,FT,4,0.40,0.50,761,0.451399,0.454665,0.003266
ligue-1,handicap,FT,5,0.50,0.60,747,0.549922,0.556894,0.006972
ligue-1,handicap,FT,6,0.60,0.70,863,0.650094,0.650058,-0.000036
ligue-1,handicap,FT,7,0.70,0.80,951,0.752440,0.728707,-0.023734
ligue-1,handicap,FT,8,0.80,0.90,1201,0.852214,0.812656,-0.039558
ligue-1,handicap,FT,9,0.90,1.00,1381,0.948766,0.893555,-0.055211
ligue-1,htft,FULL,0,0.00,0.10,8019,0.036604,0.052750,0.016146
ligue-1,htft,FULL,1,0.10,0.20,3117,0.150512,0.140199,-0.010313
ligue-1,htft,FULL,2,0.20,0.30,1579,0.231972,0.216593,-0.015379
ligue-1,htft,FULL,3,0.30,0.40,400,0.347902,0.295000,-0.052902
ligue-1,htft,FULL,4,0.40,0.50,264,0.444855,0.378788,-0.066067
ligue-1,htft,FULL,5,0.50,0.60,142,0.549294,0.373239,-0.176054
ligue-1,htft,FULL,6,0.60,0.70,50,0.647246,0.500000,-0.147246
ligue-1,htft,FULL,7,0.70,0.80,18,0.735257,0.611111,-0.124146
ligue-1,htft,FULL,8,0.80,0.90,1,0.845550,1.000000,0.154450
ligue-1,impedimentos,FT,0,0.00,0.10,1071,0.072596,0.136321,0.063725
ligue-1,impedimentos,FT,1,0.10,0.20,3773,0.154016,0.202756,0.048740
ligue-1,impedimentos,FT,2,0.20,0.30,3779,0.246712,0.270707,0.023994
ligue-1,impedimentos,FT,3,0.30,0.40,3187,0.348648,0.371823,0.023175
ligue-1,impedimentos,FT,4,0.40,0.50,3290,0.452144,0.471125,0.018981
ligue-1,impedimentos,FT,5,0.50,0.60,3290,0.547856,0.528875,-0.018981
ligue-1,impedimentos,FT,6,0.60,0.70,3187,0.651352,0.628177,-0.023175
ligue-1,impedimentos,FT,7,0.70,0.80,3779,0.753288,0.729293,-0.023994
ligue-1,impedimentos,FT,8,0.80,0.90,3773,0.845984,0.797244,-0.048740
ligue-1,impedimentos,FT,9,0.90,1.00,1071,0.927404,0.863679,-0.063725
ligue-1,marca,FT,0,0.00,0.10,328,0.062351,0.121951,0.059600
ligue-1,marca,FT,1,0.10,0.20,612,0.149724,0.186275,0.036551
ligue-1,marca,FT,2,0.20,0.30,673,0.251070,0.276374,0.025305
ligue-1,marca,FT,3,0.30,0.40,705,0.351145,0.309220,-0.041925
ligue-1,marca,FT,4,0.40,0.50,702,0.449989,0.441595,-0.008393
ligue-1,marca,FT,5,0.50,0.60,702,0.550011,0.558405,0.008393
ligue-1,marca,FT,6,0.60,0.70,705,0.648855,0.690780,0.041925
ligue-1,marca,FT,7,0.70,0.80,673,0.748930,0.723626,-0.025305
ligue-1,marca,FT,8,0.80,0.90,612,0.850276,0.813725,-0.036551
ligue-1,marca,FT,9,0.90,1.00,328,0.937649,0.878049,-0.059600
ligue-1,margem,FT,0,0.00,0.10,7015,0.034351,0.043478,0.009127
ligue-1,margem,FT,1,0.10,0.20,3591,0.150938,0.142022,-0.008916
ligue-1,margem,FT,2,0.20,0.30,2786,0.236222,0.230079,-0.006143
ligue-1,margem,FT,3,0.30,0.40,169,0.325212,0.272189,-0.053023
ligue-1,margem,FT,4,0.40,0.50,23,0.448011,0.260870,-0.187142
ligue-1,margem,FT,5,0.50,0.60,3,0.554343,0.333333,-0.221010
ligue-1,margem,FT,6,0.60,0.70,2,0.611131,0.500000,-0.111131
ligue-1,margem,FT,7,0.70,0.80,1,0.743817,0.000000,-0.743817
premier-league,1x2,2T,0,0.00,0.10,372,0.061906,0.182796,0.120890
premier-league,1x2,2T,1,0.10,0.20,820,0.154063,0.245122,0.091059
premier-league,1x2,2T,2,0.20,0.30,1033,0.251704,0.326234,0.074530
premier-league,1x2,2T,3,0.30,0.40,1497,0.348577,0.334001,-0.014575
premier-league,1x2,2T,4,0.40,0.50,615,0.442068,0.372358,-0.069711
premier-league,1x2,2T,5,0.50,0.60,363,0.545962,0.393939,-0.152022
premier-league,1x2,2T,6,0.60,0.70,220,0.647513,0.518182,-0.129332
premier-league,1x2,2T,7,0.70,0.80,151,0.745206,0.556291,-0.188914
premier-league,1x2,2T,8,0.80,0.90,57,0.848269,0.526316,-0.321953
