liga,family,period,direction,n,coverage,mean_pred_raw,mean_pred_cal,base_rate,gap_raw,gap_cal,brier_raw,brier_cal,delta_brier,delta_brier_rel
liga-mx,escanteios_exato,FT,eq_0,172,1,0.000199,0,0,0.000199,0,0.000000,0,0.000000,1
liga-mx,escanteios_exato,FT,eq_1,172,1,0.001539,0.000507,0,0.001539,0.000507,0.000008,0.000000,0.000007,0.958327
liga-mx,escanteios_exato,FT,eq_10,172,1,0.111337,0.114906,0.116279,-0.004942,-0.001374,0.102892,0.103305,-0.000413,-0.004010
liga-mx,escanteios_exato,FT,eq_11,172,1,0.095613,0.107782,0.104651,-0.009039,0.003130,0.095739,0.094287,0.001452,0.015169
liga-mx,escanteios_exato,FT,eq_12,172,1,0.076631,0.074849,0.069767,0.006863,0.005082,0.066437,0.066158,0.000279,0.004197
liga-mx,escanteios_exato,FT,eq_13,172,1,0.057732,0.063549,0.052326,0.005406,0.011224,0.050445,0.050103,0.000342,0.006775
liga-mx,escanteios_exato,FT,eq_14,172,1,0.041134,0.043555,0.040698,0.000436,0.002858,0.039599,0.039519,0.000080,0.002017
liga-mx,escanteios_exato,FT,eq_15_plus,172,1,0.072009,0.084038,0.075581,-0.003572,0.008457,0.077956,0.070387,0.007569,0.097099
liga-mx,escanteios_exato,FT,eq_2,172,1,0.006111,0.005832,0,0.006111,0.005832,0.000086,0.000060,0.000027,0.306755
liga-mx,escanteios_exato,FT,eq_3,172,1,0.016571,0.013420,0.011628,0.004943,0.001792,0.011812,0.011572,0.000240,0.020321
liga-mx,escanteios_exato,FT,eq_4,172,1,0.034436,0.030638,0.034884,-0.000448,-0.004245,0.034653,0.034136,0.000516,0.014899
liga-mx,escanteios_exato,FT,eq_5,172,1,0.058406,0.051112,0.063953,-0.005548,-0.012841,0.064152,0.061991,0.002161,0.033683
liga-mx,escanteios_exato,FT,eq_6,172,1,0.084123,0.080302,0.069767,0.014356,0.010535,0.066918,0.065288,0.001630,0.024364
liga-mx,escanteios_exato,FT,eq_7,172,1,0.105759,0.105553,0.110465,-0.004706,-0.004912,0.099824,0.098837,0.000987,0.009891
liga-mx,escanteios_exato,FT,eq_8,172,1,0.118427,0.110051,0.093023,0.025404,0.017028,0.085433,0.085937,-0.000504,-0.005898
liga-mx,escanteios_exato,FT,eq_9,172,1,0.119975,0.119193,0.156977,-0.037002,-0.037783,0.133864,0.133666,0.000197,0.001474
liga-mx,faltas,FT,over,2408,1,0.620345,0.601191,0.628738,-0.008392,-0.027546,0.201337,0.199692,0.001644,0.008166
liga-mx,faltas,FT,under,2408,1,0.379655,0.398880,0.371262,0.008392,0.027618,0.201337,0.199666,0.001670,0.008296
liga-mx,gols,FT,over,2752,1,0.376805,0.369785,0.341570,0.035235,0.028215,0.146831,0.145374,0.001458,0.009928
liga-mx,gols,FT,under,2752,1,0.623195,0.630215,0.658430,-0.035235,-0.028215,0.146831,0.145374,0.001458,0.009929
liga-mx,gols,HT,over,1376,1,0.296301,0.322164,0.311047,-0.014745,0.011118,0.170380,0.169351,0.001029,0.006039
liga-mx,gols,HT,under,1376,1,0.703699,0.677836,0.688953,0.014745,-0.011118,0.170380,0.169351,0.001029,0.006039
liga-mx,gols,2T,over,688,1,0.447423,0.406542,0.363372,0.084051,0.043170,0.187031,0.180061,0.006970,0.037268
liga-mx,gols,2T,under,688,1,0.552577,0.593458,0.636628,-0.084051,-0.043170,0.187031,0.180061,0.006970,0.037268
liga-mx,handicap,FT,away_minus_1,172,1,0.378470,0.504568,0.534884,-0.156414,-0.030316,0.271063,0.242387,0.028676,0.105792
liga-mx,handicap,FT,away_minus_2,172,1,0.585597,0.733046,0.755814,-0.170217,-0.022768,0.217795,0.178868,0.038927,0.178730
liga-mx,handicap,FT,away_plus_1,172,1,0.071705,0.113460,0.069767,0.001938,0.043692,0.068457,0.070203,-0.001746,-0.025508
liga-mx,handicap,FT,away_plus_2,172,1,0.023753,0.043942,0.029070,-0.005317,0.014872,0.028459,0.028820,-0.000361,-0.012698
liga-mx,handicap,FT,draw_minus_1,172,1,0.207127,0.217890,0.220930,-0.013803,-0.003041,0.175382,0.175241,0.000141,0.000805
liga-mx,handicap,FT,draw_minus_2,172,1,0.172857,0.136581,0.145349,0.027508,-0.008768,0.122559,0.121744,0.000815,0.006652
liga-mx,handicap,FT,draw_plus_1,172,1,0.106905,0.153588,0.203488,-0.096584,-0.049901,0.167914,0.161957,0.005956,0.035473
liga-mx,handicap,FT,draw_plus_2,172,1,0.047952,0.070522,0.040698,0.007254,0.029824,0.041059,0.041436,-0.000377,-0.009172
liga-mx,handicap,FT,home_minus_1,172,1,0.414403,0.266954,0.244186,0.170217,0.022768,0.217795,0.178868,0.038927,0.178730
liga-mx,handicap,FT,home_minus_2,172,1,0.241546,0.123313,0.098837,0.142709,0.024476,0.116059,0.085595,0.030464,0.262485
liga-mx,handicap,FT,home_plus_1,172,1,0.821390,0.734105,0.726744,0.094646,0.007360,0.206395,0.196735,0.009659,0.046799
liga-mx,handicap,FT,home_plus_2,172,1,0.928295,0.886542,0.930233,-0.001938,-0.043690,0.068457,0.070203,-0.001746,-0.025507
liga-mx,htft,FULL,1_1,172,1,0.396560,0.302183,0.313953,0.082607,-0.011770,0.221381,0.210326,0.011055,0.049938
liga-mx,htft,FULL,1_2,172,1,0.012045,0.019784,0.034884,-0.022839,-0.015100,0.034002,0.033686,0.000316,0.009306
liga-mx,htft,FULL,1_x,172,1,0.033870,0.052683,0.046512,-0.012642,0.006171,0.044416,0.044302,0.000115,0.002582
liga-mx,htft,FULL,2_1,172,1,0.028318,0.030905,0.034884,-0.006566,-0.003979,0.033581,0.033582,-0.000001,-0.000031
liga-mx,htft,FULL,2_2,172,1,0.095058,0.143841,0.127907,-0.032849,0.015934,0.112035,0.111545,0.000490,0.004377
liga-mx,htft,FULL,2_x,172,1,0.033995,0.051986,0.040698,-0.006703,0.011289,0.038922,0.039278,-0.000356,-0.009145
liga-mx,htft,FULL,x_1,172,1,0.200037,0.156640,0.116279,0.083758,0.040361,0.109742,0.105009,0.004733,0.043131
liga-mx,htft,FULL,x_2,172,1,0.073755,0.101689,0.110465,-0.036710,-0.008776,0.098966,0.097495,0.001471,0.014860
liga-mx,htft,FULL,x_x,172,1,0.126362,0.138799,0.174419,-0.048057,-0.035620,0.151960,0.147756,0.004204,0.027667
liga-mx,impedimentos,FT,over,1720,1,0.427664,0.414598,0.406977,0.020687,0.007622,0.192557,0.191533,0.001024,0.005317
liga-mx,impedimentos,FT,under,1720,1,0.572336,0.584973,0.593023,-0.020687,-0.008050,0.192557,0.191547,0.001009,0.005241
liga-mx,marca,FT,away_nao,172,1,0.417215,0.312241,0.302326,0.114889,0.009915,0.240105,0.213996,0.026109,0.108738
liga-mx,marca,FT,away_sim,172,1,0.582785,0.687759,0.697674,-0.114889,-0.009915,0.240105,0.213996,0.026109,0.108738
liga-mx,marca,FT,home_nao,172,1,0.151787,0.192850,0.191860,-0.040073,0.000990,0.164472,0.159588,0.004884,0.029693
liga-mx,marca,FT,home_sim,172,1,0.848213,0.807150,0.808140,0.040073,-0.000990,0.164472,0.159588,0.004884,0.029693
liga-mx,margem,FT,away_1,172,1,0.106905,0.153588,0.203488,-0.096584,-0.049901,0.167914,0.161957,0.005956,0.035473
liga-mx,margem,FT,away_2,172,1,0.047952,0.070522,0.040698,0.007254,0.029824,0.041059,0.041436,-0.000377,-0.009172
liga-mx,margem,FT,away_3,172,1,0.016837,0.029195,0.017442,-0.000605,0.011753,0.017668,0.017881,-0.000213,-0.012081
liga-mx,margem,FT,away_4_plus,172,1,0.006917,0.013776,0.011628,-0.004711,0.002148,0.011283,0.011152,0.000131,0.011639
liga-mx,margem,FT,draw,172,1,0.199860,0.241676,0.261628,-0.061768,-0.019952,0.200036,0.194491,0.005545,0.027722
liga-mx,margem,FT,home_1,172,1,0.207127,0.217890,0.220930,-0.013803,-0.003041,0.175382,0.175241,0.000141,0.000805
liga-mx,margem,FT,home_2,172,1,0.172857,0.136581,0.145349,0.027508,-0.008768,0.122559,0.121744,0.000815,0.006652
liga-mx,margem,FT,home_3,172,1,0.115069,0.073114,0.058140,0.056930,0.014974,0.060501,0.055980,0.004521,0.074730
liga-mx,margem,FT,home_4_plus,172,1,0.126477,0.050010,0.040698,0.085779,0.009312,0.047236,0.036391,0.010845,0.229598
liga-mx,asian_handicap,FT,away_minus_1,134,1,0.588549,0.648050,0.686567,-0.098018,-0.038517,0.216127,0.205323,0.010804,0.049989
liga-mx,asian_handicap,FT,home_minus_1,134,1,0.411451,0.351950,0.313433,0.098018,0.038517,0.216127,0.205323,0.010804,0.049989
liga-mx,dnb,2T,away,100,1,0.263913,0.395168,0.420000,-0.156087,-0.024832,0.276097,0.244842,0.031256,0.113206
liga-mx,dnb,2T,home,100,1,0.736087,0.604832,0.580000,0.156087,0.024832,0.276097,0.244842,0.031256,0.113206
championship,1x2,2T,away,353,1,0.219979,0.296605,0.271955,-0.051975,0.024651,0.208578,0.202785,0.005793,0.027776
championship,1x2,2T,draw,353,1,0.350732,0.349804,0.382436,-0.031704,-0.032632,0.241835,0.238334,0.003501,0.014476
championship,1x2,2T,home,353,1,0.429289,0.349200,0.345609,0.083680,0.003590,0.241963,0.228019,0.013944,0.057630
championship,1x2,FT,away,353,1,0.240996,0.323543,0.314448,-0.073452,0.009095,0.223447,0.214362,0.009085,0.040660
championship,1x2,FT,draw,353,1,0.245585,0.268145,0.263456,-0.017872,0.004689,0.199455,0.196659,0.002796,0.014018
championship,1x2,FT,home,353,1,0.513420,0.407421,0.422096,0.091323,-0.014676,0.255798,0.241491,0.014307,0.055931
championship,1x2,HT,away,353,1,0.192472,0.263559,0.243626,-0.051154,0.019933,0.186054,0.184672,0.001382,0.007427
championship,1x2,HT,draw,353,1,0.451235,0.421752,0.416431,0.034804,0.005321,0.249027,0.244991,0.004036,0.016209
championship,1x2,HT,home,353,1,0.356293,0.315744,0.339943,0.016350,-0.024200,0.221530,0.220457,0.001073,0.004845
championship,asian_handicap,FT,away_minus_0_5,353,1,0.486580,0.592579,0.577904,-0.091323,0.014676,0.255798,0.241491,0.014307,0.055931
championship,asian_handicap,FT,away_minus_1,277,1,0.714825,0.758756,0.736462,-0.021637,0.022294,0.201795,0.197794,0.004001,0.019825
championship,asian_handicap,FT,away_minus_1_5,353,1,0.707519,0.810491,0.793201,-0.085682,0.017290,0.185602,0.167495,0.018108,0.097563
championship,asian_handicap,FT,away_minus_2,306,1,0.859658,0.910855,0.915033,-0.055375,-0.004178,0.085539,0.077815,0.007723,0.090292
championship,asian_handicap,FT,away_plus_0_5,353,1,0.240996,0.323543,0.314448,-0.073452,0.009095,0.223447,0.214362,0.009085,0.040660
championship,asian_handicap,FT,away_plus_1,290,1,0.235395,0.179063,0.165517,0.069878,0.013546,0.150978,0.142884,0.008094,0.053608
championship,asian_handicap,FT,away_plus_1_5,353,1,0.100826,0.145636,0.135977,-0.035151,0.009659,0.120908,0.119850,0.001057,0.008744
championship,asian_handicap,FT,away_plus_2,315,1,0.099394,0.064581,0.031746,0.067648,0.032835,0.038953,0.032744,0.006209,0.159388
championship,asian_handicap,FT,home_minus_0_5,353,1,0.513420,0.407421,0.422096,0.091323,-0.014676,0.255798,0.241491,0.014307,0.055931
championship,asian_handicap,FT,home_minus_1,277,1,0.285175,0.241244,0.263538,0.021637,-0.022294,0.201795,0.197794,0.004001,0.019825
championship,asian_handicap,FT,home_minus_1_5,353,1,0.292481,0.189491,0.206799,0.085682,-0.017308,0.185602,0.167493,0.018110,0.097572
championship,asian_handicap,FT,home_minus_2,306,1,0.140342,0.089145,0.084967,0.055375,0.004178,0.085539,0.077815,0.007723,0.090292
championship,asian_handicap,FT,home_plus_0_5,353,1,0.759004,0.676460,0.685552,0.073452,-0.009093,0.223447,0.214361,0.009086,0.040662
championship,asian_handicap,FT,home_plus_1,290,1,0.764605,0.820937,0.834483,-0.069878,-0.013546,0.150978,0.142884,0.008094,0.053608
championship,asian_handicap,FT,home_plus_1_5,353,1,0.899174,0.854364,0.864023,0.035151,-0.009659,0.120908,0.119850,0.001057,0.008744
championship,asian_handicap,FT,home_plus_2,315,1,0.900606,0.935419,0.968254,-0.067648,-0.032835,0.038953,0.032744,0.006209,0.159388
championship,asian_total,FT,over,1631,1,0.498011,0.501245,0.516248,-0.018237,-0.015003,0.198828,0.197876,0.000953,0.004792
championship,asian_total,FT,under,1631,1,0.501989,0.498755,0.483752,0.018237,0.015003,0.198828,0.197876,0.000953,0.004792
championship,asian_total,HT,over,733,1,0.404370,0.381635,0.409277,-0.004907,-0.027642,0.241264,0.234758,0.006505,0.026964
championship,asian_total,HT,under,733,1,0.595630,0.618365,0.590723,0.004907,0.027642,0.241264,0.234758,0.006505,0.026964
championship,btts_algum_tempo,FULL,nao,353,1,0.626888,0.601100,0.592068,0.034820,0.009032,0.243922,0.239793,0.004129,0.016927
championship,btts_algum_tempo,FULL,sim,353,1,0.373112,0.398900,0.407932,-0.034820,-0.009032,0.243922,0.239793,0.004129,0.016927
championship,btts_ambos_tempos,FULL,nao,353,1,0.956063,0.948616,0.974504,-0.018441,-0.025888,0.025108,0.025252,-0.000144,-0.005737
championship,btts_ambos_tempos,FULL,sim,353,1,0.043937,0.051379,0.025496,0.018441,0.025884,0.025108,0.025252,-0.000144,-0.005726
championship,btts,FT,nao,353,1,0.528131,0.471402,0.430595,0.097536,0.040807,0.257846,0.245055,0.012792,0.049609
championship,btts,FT,sim,353,1,0.471869,0.528598,0.569405,-0.097536,-0.040807,0.257846,0.245055,0.012792,0.049609
championship,btts,HT,nao,353,1,0.848599,0.801493,0.821530,0.027069,-0.020037,0.148009,0.146749,0.001259,0.008509
championship,btts,HT,sim,353,1,0.151401,0.198507,0.178470,-0.027069,0.020037,0.148009,0.146749,0.001259,0.008509
championship,cartoes_1x2,FT,away,353,1,0.474138,0.461339,0.501416,-0.027278,-0.040078,0.251300,0.248302,0.002998,0.011930
championship,cartoes_1x2,FT,draw,353,1,0.206607,0.225393,0.235127,-0.028520,-0.009734,0.179939,0.179237,0.000701,0.003898
championship,cartoes_1x2,FT,home,353,1,0.319254,0.311818,0.263456,0.055798,0.048362,0.197117,0.194481,0.002635,0.013370
championship,cartoes,FT,over,5295,1,0.420098,0.471081,0.454391,-0.034293,0.016690,0.167160,0.166287,0.000873,0.005223
championship,cartoes,FT,under,5295,1,0.579902,0.528566,0.545609,0.034293,-0.017043,0.167160,0.166327,0.000833,0.004982
championship,cartoes,HT,over,2824,1,0.272027,0.353593,0.301700,-0.029673,0.051893,0.165718,0.167399,-0.001682,-0.010148
championship,cartoes,HT,under,2824,1,0.727973,0.646222,0.698300,0.029673,-0.052079,0.165718,0.167434,-0.001716,-0.010356
championship,chutes_alvo,FT,over,6001,1,0.562896,0.560180,0.571905,-0.009009,-0.011725,0.193823,0.193573,0.000250,0.001288
championship,chutes_alvo,FT,under,6001,1,0.437104,0.439957,0.428095,0.009009,0.011862,0.193823,0.193613,0.000210,0.001081
championship,chutes_alvo,HT,over,3177,1,0.472769,0.530483,0.544539,-0.071770,-0.014055,0.219896,0.214012,0.005884,0.026757
championship,chutes_alvo,HT,under,3177,1,0.527231,0.469858,0.455461,0.071770,0.014397,0.219896,0.214060,0.005835,0.026538
championship,chutes,FT,over,10943,1,0.617434,0.603122,0.605684,0.011750,-0.002562,0.162901,0.161663,0.001238,0.007601
championship,chutes,FT,under,10943,1,0.382566,0.396878,0.394316,-0.011750,0.002562,0.162901,0.161663,0.001238,0.007601
championship,chutes,HT,over,4589,1,0.814843,0.773449,0.787753,0.027090,-0.014304,0.139530,0.138324,0.001206,0.008645
championship,chutes,HT,under,4589,1,0.185157,0.226770,0.212247,-0.027090,0.014523,0.139530,0.138318,0.001212,0.008688
championship,correct_score,FT,0_0,353,1,0.086472,0.070788,0.067989,0.018484,0.002800,0.066293,0.063986,0.002306,0.034789
championship,correct_score,FT,0_1,353,1,0.070119,0.079336,0.062323,0.007796,0.017013,0.057761,0.058215,-0.000454,-0.007858
championship,correct_score,FT,0_2,353,1,0.039912,0.053165,0.062323,-0.022411,-0.009158,0.059643,0.058672,0.000971,0.016273
championship,correct_score,FT,0_3,353,1,0.016177,0.025979,0.011331,0.004846,0.014648,0.010890,0.011025,-0.000134,-0.012334
championship,correct_score,FT,0_4,353,1,0.005652,0.008819,0.005666,-0.000013,0.003153,0.005694,0.005698,-0.000005,-0.000831
championship,correct_score,FT,1_0,353,1,0.113179,0.109077,0.084986,0.028194,0.024092,0.078426,0.077661,0.000765,0.009756
championship,correct_score,FT,1_1,353,1,0.110391,0.132123,0.144476,-0.034085,-0.012353,0.125878,0.125086,0.000792,0.006295
championship,correct_score,FT,1_2,353,1,0.052805,0.076021,0.093484,-0.040679,-0.017463,0.086395,0.085648,0.000747,0.008642
championship,correct_score,FT,1_3,353,1,0.020113,0.028417,0.042493,-0.022379,-0.014076,0.041281,0.040774,0.000507,0.012291
championship,correct_score,FT,1_4,353,1,0.006546,0.009627,0.002833,0.003713,0.006795,0.002877,0.002947,-0.000069,-0.024129
championship,correct_score,FT,2_0,353,1,0.095373,0.069093,0.070822,0.024551,-0.001729,0.067475,0.066241,0.001234,0.018293
championship,correct_score,FT,2_1,353,1,0.081947,0.089868,0.113314,-0.031368,-0.023446,0.102500,0.101412,0.001088,0.010611
championship,correct_score,FT,2_2,353,1,0.039754,0.055769,0.045326,-0.005572,0.010443,0.043292,0.043312,-0.000020,-0.000463
championship,correct_score,FT,2_3,353,1,0.014573,0.019580,0.019830,-0.005257,-0.000250,0.019531,0.019522,0.000009,0.000455
championship,correct_score,FT,2_4,353,1,0.004538,0.006314,0.002833,0.001705,0.003481,0.002830,0.002830,0.000001,0.000188
championship,correct_score,FT,3_0,353,1,0.055736,0.035763,0.039660,0.016076,-0.003897,0.037747,0.037506,0.000241,0.006388
championship,correct_score,FT,3_1,353,1,0.046534,0.037811,0.053824,-0.007291,-0.016013,0.051199,0.051607,-0.000407,-0.007956
championship,correct_score,FT,3_2,353,1,0.021962,0.023273,0.016997,0.004965,0.006276,0.016727,0.016747,-0.000021,-0.001237
championship,correct_score,FT,3_3,353,1,0.007839,0.008251,0.005666,0.002173,0.002586,0.005675,0.005642,0.000033,0.005831
championship,correct_score,FT,3_4,353,1,0.002375,0.003075,0.002833,-0.000458,0.000242,0.002809,0.002818,-0.000009,-0.003125
championship,correct_score,FT,4_0,353,1,0.026398,0.013346,0.014164,0.012233,-0.000818,0.014666,0.014109,0.000557,0.037979
championship,correct_score,FT,4_1,353,1,0.021422,0.012515,0.005666,0.015756,0.006849,0.006069,0.005766,0.000303,0.049994
championship,correct_score,FT,4_2,353,1,0.009854,0.009314,0.002833,0.007021,0.006481,0.002921,0.002898,0.000023,0.007792
championship,correct_score,FT,4_3,353,1,0.003439,0.004773,0,0.003439,0.004773,0.000023,0.000029,-0.000007,-0.303512
championship,correct_score,FT,4_4,353,1,0.001021,0.001028,0,0.001021,0.001028,0.000003,0.000001,0.000002,0.577214
championship,correct_score,FT,other_away,353,1,0.008185,0.011795,0.008499,-0.000314,0.003296,0.008639,0.008648,-0.000008,-0.000976
championship,correct_score,FT,other_draw,353,1,0.000108,0,0,0.000108,0,0.000000,0,0.000000,1
championship,correct_score,FT,other_home,353,1,0.037578,0.015269,0.019830,0.017748,-0.004561,0.020511,0.019287,0.001224,0.059678
championship,correct_score,HT,0_0,353,1,0.359048,0.305650,0.300283,0.058764,0.005367,0.218898,0.211789,0.007109,0.032476
championship,correct_score,HT,0_1,353,1,0.133567,0.167901,0.138810,-0.005243,0.029091,0.118425,0.119029,-0.000605,-0.005107
championship,correct_score,HT,0_2,353,1,0.030837,0.046042,0.062323,-0.031486,-0.016281,0.059213,0.058724,0.000489,0.008251
championship,correct_score,HT,1_0,353,1,0.217957,0.196659,0.186969,0.030989,0.009690,0.150724,0.150319,0.000405,0.002684
championship,correct_score,HT,1_1,353,1,0.086356,0.108748,0.107649,-0.021292,0.001099,0.097077,0.096386,0.000691,0.007113
championship,correct_score,HT,1_2,353,1,0.017462,0.030071,0.022663,-0.005201,0.007408,0.022226,0.022223,0.000003,0.000128
championship,correct_score,HT,2_0,353,1,0.076831,0.057540,0.101983,-0.025152,-0.044443,0.092265,0.093281,-0.001016,-0.011007
championship,correct_score,HT,2_1,353,1,0.027464,0.034309,0.031161,-0.003697,0.003148,0.030319,0.030342,-0.000023,-0.000767
championship,correct_score,HT,2_2,353,1,0.005624,0.010067,0.008499,-0.002875,0.001569,0.008321,0.008374,-0.000053,-0.006401
championship,correct_score,HT,other,353,1,0.044854,0.045638,0.039660,0.005194,0.005978,0.038923,0.038303,0.000620,0.015923
championship,dupla,2T,12,353,1,0.649268,0.650196,0.617564,0.031704,0.032632,0.241835,0.238334,0.003501,0.014476
championship,dupla,2T,1x,353,1,0.780021,0.703397,0.728045,0.051975,-0.024648,0.208578,0.202784,0.005794,0.027779
championship,dupla,2T,x2,353,1,0.570711,0.650800,0.654391,-0.083680,-0.003590,0.241963,0.228019,0.013944,0.057630
championship,dupla,FT,12,353,1,0.754415,0.731855,0.736544,0.017872,-0.004689,0.199455,0.196659,0.002796,0.014018
championship,dupla,FT,1x,353,1,0.759004,0.676460,0.685552,0.073452,-0.009093,0.223447,0.214361,0.009086,0.040662
championship,dupla,FT,x2,353,1,0.486580,0.592579,0.577904,-0.091323,0.014676,0.255798,0.241491,0.014307,0.055931
championship,dupla,HT,12,353,1,0.548765,0.578248,0.583569,-0.034804,-0.005321,0.249027,0.244991,0.004036,0.016209
championship,dupla,HT,1x,353,1,0.807528,0.736441,0.756374,0.051154,-0.019933,0.186054,0.184672,0.001382,0.007428
championship,dupla,HT,x2,353,1,0.643707,0.684246,0.660057,-0.016350,0.024189,0.221530,0.220446,0.001084,0.004893
championship,escanteios_1x2,FT,away,353,1,0.306684,0.335433,0.328612,-0.021928,0.006821,0.223603,0.220240,0.003362,0.015037
championship,escanteios_1x2,FT,draw,353,1,0.112934,0.085854,0.096317,0.016617,-0.010463,0.086512,0.086534,-0.000022,-0.000249
championship,escanteios_1x2,FT,home,353,1,0.580382,0.578489,0.575071,0.005311,0.003419,0.240377,0.237279,0.003098,0.012889
championship,escanteios_1x2,HT,away,353,1,0.313443,0.330182,0.320113,-0.006670,0.010069,0.207275,0.206255,0.001020,0.004919
championship,escanteios_1x2,HT,draw,353,1,0.190764,0.143147,0.144476,0.046288,-0.001329,0.125925,0.123615,0.002309,0.018339
championship,escanteios_1x2,HT,home,353,1,0.495793,0.528002,0.535411,-0.039618,-0.007408,0.237391,0.234817,0.002573,0.010841
championship,escanteios,FT,over,7060,1,0.466860,0.466223,0.472663,-0.005803,-0.006440,0.206901,0.205152,0.001748,0.008450
championship,escanteios,FT,under,7060,1,0.533140,0.534030,0.527337,0.005803,0.006693,0.206901,0.205189,0.001711,0.008272
championship,escanteios,HT,over,5295,1,0.432932,0.479650,0.494051,-0.061119,-0.014401,0.190862,0.186126,0.004736,0.024814
championship,escanteios,HT,under,5295,1,0.567068,0.519877,0.505949,0.061119,0.013928,0.190862,0.186184,0.004677,0.024507
championship,escanteios_exato,FT,eq_0,353,1,0.000072,0,0,0.000072,0,0.000000,0,0.000000,1
championship,escanteios_exato,FT,eq_1,353,1,0.000631,0.000338,0,0.000631,0.000338,0.000001,0.000000,0.000001,0.870172
championship,escanteios_exato,FT,eq_10,353,1,0.116760,0.117536,0.090652,0.026108,0.026885,0.083243,0.083195,0.000047,0.000569
championship,escanteios_exato,FT,eq_11,353,1,0.108594,0.113570,0.104816,0.003778,0.008754,0.094782,0.094232,0.000550,0.005803
championship,escanteios_exato,FT,eq_12,353,1,0.093705,0.082154,0.118980,-0.025275,-0.036826,0.105601,0.106129,-0.000528,-0.004997
championship,escanteios_exato,FT,eq_13,353,1,0.075543,0.068868,0.065156,0.010388,0.003712,0.060807,0.060368,0.000438,0.007209
championship,escanteios_exato,FT,eq_14,353,1,0.057244,0.051032,0.065156,-0.007912,-0.014123,0.061701,0.061306,0.000395,0.006402
championship,escanteios_exato,FT,eq_15_plus,353,1,0.112924,0.094242,0.130312,-0.017388,-0.036070,0.120597,0.115555,0.005041,0.041805
championship,escanteios_exato,FT,eq_2,353,1,0.002832,0.003718,0.002833,-0.000001,0.000885,0.002829,0.002832,-0.000003,-0.001009
championship,escanteios_exato,FT,eq_3,353,1,0.008637,0.010788,0.002833,0.005804,0.007956,0.002959,0.002917,0.000041,0.013965
championship,escanteios_exato,FT,eq_4,353,1,0.020098,0.023357,0.014164,0.005933,0.009192,0.014270,0.014161,0.000109,0.007665
championship,escanteios_exato,FT,eq_5,353,1,0.038010,0.042654,0.033994,0.004016,0.008660,0.033756,0.033109,0.000647,0.019177
championship,escanteios_exato,FT,eq_6,353,1,0.060794,0.074521,0.067989,-0.007194,0.006532,0.064281,0.063497,0.000784,0.012192
championship,escanteios_exato,FT,eq_7,353,1,0.084503,0.095733,0.073654,0.010849,0.022079,0.069580,0.068992,0.000588,0.008446
championship,escanteios_exato,FT,eq_8,353,1,0.104135,0.104901,0.121813,-0.017678,-0.016912,0.107882,0.107792,0.000090,0.000836
championship,escanteios_exato,FT,eq_9,353,1,0.115518,0.116656,0.107649,0.007870,0.009007,0.096873,0.096487,0.000386,0.003980
championship,faltas,FT,over,4942,1,0.419194,0.423704,0.418656,0.000538,0.005047,0.191223,0.190999,0.000225,0.001175
championship,faltas,FT,under,4942,1,0.580806,0.576260,0.581344,-0.000538,-0.005083,0.191223,0.190988,0.000236,0.001234
championship,gols,FT,over,5648,1,0.326396,0.321719,0.324186,0.002210,-0.002467,0.126818,0.127095,-0.000277,-0.002186
championship,gols,FT,under,5648,1,0.673604,0.678282,0.675814,-0.002210,0.002467,0.126818,0.127095,-0.000277,-0.002186
championship,gols,HT,over,2824,1,0.256947,0.285440,0.294263,-0.037316,-0.008823,0.164305,0.162436,0.001869,0.011375
championship,gols,HT,under,2824,1,0.743053,0.714560,0.705737,0.037316,0.008823,0.164305,0.162436,0.001869,0.011375
championship,gols,2T,over,1412,1,0.387576,0.352980,0.349858,0.037718,0.003121,0.152556,0.150751,0.001805,0.011829
championship,gols,2T,under,1412,1,0.612424,0.647020,0.650142,-0.037718,-0.003121,0.152556,0.150751,0.001805,0.011829
championship,handicap,FT,away_minus_1,353,1,0.486580,0.592579,0.577904,-0.091323,0.014676,0.255798,0.241491,0.014307,0.055931
championship,handicap,FT,away_minus_2,353,1,0.707519,0.810491,0.793201,-0.085682,0.017290,0.185602,0.167495,0.018108,0.097563
championship,handicap,FT,away_plus_1,353,1,0.100826,0.145636,0.135977,-0.035151,0.009659,0.120908,0.119850,0.001057,0.008744
championship,handicap,FT,away_plus_2,353,1,0.035544,0.057056,0.028329,0.007215,0.028728,0.027975,0.028449,-0.000475,-0.016976
championship,handicap,FT,draw_minus_1,353,1,0.220939,0.228500,0.215297,0.005641,0.013203,0.169357,0.169154,0.000203,0.001197
championship,handicap,FT,draw_minus_2,353,1,0.153191,0.119633,0.133144,0.020046,-0.013512,0.118203,0.117493,0.000710,0.006007
championship,handicap,FT,draw_plus_1,353,1,0.140170,0.180013,0.178470,-0.038300,0.001543,0.146002,0.143747,0.002255,0.015442
championship,handicap,FT,draw_plus_2,353,1,0.065282,0.090878,0.107649,-0.042367,-0.016770,0.099140,0.097575,0.001566,0.015794
championship,handicap,FT,home_minus_1,353,1,0.292481,0.189491,0.206799,0.085682,-0.017308,0.185602,0.167493,0.018110,0.097572
championship,handicap,FT,home_minus_2,353,1,0.139290,0.076251,0.073654,0.065636,0.002596,0.077708,0.067923,0.009785,0.125916
championship,handicap,FT,home_plus_1,353,1,0.759004,0.676460,0.685552,0.073452,-0.009093,0.223447,0.214361,0.009086,0.040662
