liga,family,period,direction,n,coverage,brier_raw,brier_cal,delta_brier,delta_brier_rel,log_loss_raw,log_loss_cal,delta_log_loss,gap_raw,gap_cal
primeira-liga,cartoes_1x2,FT,home,205,1.0000,0.245550,0.240835,-0.004715,-0.019202,0.683404,0.674768,-0.008636,-0.011233,0.035077
serie-b-italia,dupla,FT,12,277,1.0000,0.212412,0.207699,-0.004712,-0.022184,0.627018,0.607591,-0.019427,-0.062824,-0.033997
serie-b-italia,1x2,FT,draw,277,1.0000,0.212412,0.207699,-0.004712,-0.022184,0.627018,0.607591,-0.019427,0.062824,0.033997
serie-b-italia,margem,FT,draw,277,1.0000,0.212412,0.207699,-0.004712,-0.022184,0.627018,0.607591,-0.019427,0.062824,0.033997
ligue-1,cartoes,FT,under,22650,1.0000,0.171589,0.166889,-0.004700,-0.027392,0.523203,0.507893,-0.015311,-0.064134,0.000513
liga-mx,asian_handicap,FT,home_plus_2,227,1.0000,0.031798,0.027119,-0.004680,-0.147165,0.140316,0.122156,-0.018160,0.051009,0.024275
liga-mx,asian_handicap,FT,away_plus_2,227,1.0000,0.031798,0.027119,-0.004680,-0.147164,0.140316,0.122157,-0.018159,-0.051009,-0.024276
liga-mx,handicap,FT,draw_plus_1,235,1.0000,0.160074,0.155406,-0.004668,-0.029164,0.519843,0.488288,-0.031556,0.085884,0.040452
liga-mx,margem,FT,away_1,235,1.0000,0.160074,0.155406,-0.004668,-0.029164,0.519843,0.488288,-0.031556,0.085884,0.040452
brasileirao-b,1x2,FT,draw,310,1.0000,0.223649,0.219019,-0.004631,-0.020705,0.648739,0.632083,-0.016656,0.069683,0.049251
brasileirao-b,margem,FT,draw,310,1.0000,0.223649,0.219019,-0.004631,-0.020705,0.648739,0.632083,-0.016656,0.069683,0.049251
brasileirao-b,dupla,FT,12,310,1.0000,0.223649,0.219019,-0.004631,-0.020705,0.648739,0.632083,-0.016656,-0.069683,-0.049251
brasileirao-b,marca,FT,home_nao,310,1.0000,0.172201,0.167586,-0.004615,-0.026799,0.529459,0.515544,-0.013915,-0.000413,-0.024786
brasileirao-b,marca,FT,home_sim,310,1.0000,0.172201,0.167586,-0.004615,-0.026799,0.529459,0.515544,-0.013915,0.000413,0.024786
brasileirao-b,correct_score,FT,1_0,310,1.0000,0.121612,0.117023,-0.004589,-0.037738,0.409045,0.395515,-0.013530,-0.023283,0.009977
primeira-liga,escanteios_1x2,FT,home,205,1.0000,0.228096,0.223512,-0.004584,-0.020097,0.645490,0.634083,-0.011407,0.033406,0.018562
la-liga,1x2,HT,home,1710,1.0000,0.219336,0.214765,-0.004571,-0.020841,0.629933,0.619997,-0.009937,-0.054182,-0.002723
la-liga,dupla,HT,x2,1710,1.0000,0.219336,0.214766,-0.004571,-0.020840,0.629933,0.619998,-0.009935,0.054182,0.002723
primeira-liga,escanteios,FT,under,4100,1.0000,0.208116,0.203592,-0.004524,-0.021736,0.628360,0.609688,-0.018672,-0.032900,-0.035834
la-liga,impedimentos,FT,under,17100,1.0000,0.220627,0.216126,-0.004501,-0.020400,0.636517,0.622645,-0.013871,0.035780,-0.000492
la-liga,impedimentos,FT,over,17100,1.0000,0.220627,0.216155,-0.004472,-0.020270,0.636517,0.622693,-0.013824,-0.035780,-0.002867
primeira-liga,escanteios,FT,over,4100,1.0000,0.208116,0.203664,-0.004452,-0.021390,0.628360,0.609947,-0.018413,0.032900,0.036361
bundesliga,htft,FULL,x_1,1353,1.0000,0.108934,0.104510,-0.004425,-0.040618,0.378362,0.363169,-0.015193,-0.072162,-0.029479
primeira-liga,escanteios_1x2,HT,away,205,1.0000,0.240012,0.235612,-0.004400,-0.018334,0.671822,0.661506,-0.010316,0.077085,0.050378
liga-mx,escanteios,HT,over,3525,1.0000,0.190578,0.186184,-0.004394,-0.023055,0.576034,0.556334,-0.019700,0.053500,0.003877
liga-mx,1x2,HT,draw,235,1.0000,0.243804,0.239422,-0.004382,-0.017973,0.682672,0.672175,-0.010497,-0.003802,-0.001495
liga-mx,dupla,HT,12,235,1.0000,0.243804,0.239422,-0.004382,-0.017973,0.682672,0.672175,-0.010497,0.003802,0.001495
liga-mx,escanteios,HT,under,3525,1.0000,0.190578,0.186200,-0.004378,-0.022971,0.576034,0.556272,-0.019761,-0.053500,-0.003504
la-liga,correct_score,HT,0_0,1710,1.0000,0.222041,0.217666,-0.004374,-0.019701,0.636084,0.626714,-0.009370,-0.040889,0.016569
primeira-liga,impedimentos,FT,under,2050,1.0000,0.206688,0.202314,-0.004374,-0.021161,0.610749,0.604680,-0.006070,0.016325,0.009774
primeira-liga,impedimentos,FT,over,2050,1.0000,0.206688,0.202339,-0.004349,-0.021039,0.610749,0.604733,-0.006016,-0.016325,-0.009161
serie-a,1x2,HT,away,1708,1.0000,0.189668,0.185356,-0.004311,-0.022731,0.569379,0.554512,-0.014867,0.068207,-0.003797
serie-a,dupla,HT,1x,1708,1.0000,0.189668,0.185357,-0.004311,-0.022728,0.569379,0.554515,-0.014864,-0.068207,0.003793
primeira-liga,chutes_alvo,HT,under,1845,1.0000,0.209140,0.204847,-0.004292,-0.020523,0.606834,0.596972,-0.009862,-0.061678,-0.003493
primeira-liga,chutes_alvo,HT,over,1845,1.0000,0.209140,0.204851,-0.004289,-0.020508,0.606834,0.596984,-0.009850,0.061678,0.004073
premier-league,escanteios,FT,under,34240,1.0000,0.205995,0.201716,-0.004279,-0.020775,0.607101,0.589629,-0.017471,0.015747,0.001704
bundesliga,cartoes,HT,over,10824,1.0000,0.178452,0.174188,-0.004264,-0.023895,0.536744,0.524531,-0.012213,0.059080,-0.007961
premier-league,escanteios,FT,over,34240,1.0000,0.205995,0.201741,-0.004254,-0.020652,0.607101,0.589690,-0.017411,-0.015747,-0.002715
serie-b-italia,btts,HT,nao,277,1.0000,0.161071,0.156859,-0.004212,-0.026152,0.517698,0.493342,-0.024356,-0.059617,-0.004371
ligue-1,1x2,HT,draw,1510,1.0000,0.243970,0.239761,-0.004209,-0.017253,0.681251,0.672387,-0.008864,-0.033683,-0.014406
ligue-1,dupla,HT,12,1510,1.0000,0.243970,0.239761,-0.004209,-0.017253,0.681251,0.672387,-0.008864,0.033683,0.014406
premier-league,cartoes_1x2,FT,home,1712,1.0000,0.216475,0.212279,-0.004196,-0.019385,0.624293,0.616087,-0.008206,-0.045522,-0.022464
serie-a,dupla,FT,1x,1708,1.0000,0.195509,0.191325,-0.004184,-0.021401,0.582464,0.566844,-0.015620,-0.069657,0.007954
serie-a,asian_handicap,FT,home_plus_0_5,1708,1.0000,0.195509,0.191325,-0.004184,-0.021401,0.582464,0.566844,-0.015620,-0.069657,0.007954
serie-a,handicap,FT,home_plus_1,1708,1.0000,0.195509,0.191325,-0.004184,-0.021401,0.582464,0.566844,-0.015620,-0.069657,0.007954
bundesliga,correct_score,HT,0_0,1353,1.0000,0.179995,0.175812,-0.004184,-0.023243,0.546018,0.537336,-0.008682,-0.058665,-0.036199
bundesliga,cartoes,HT,under,10824,1.0000,0.178452,0.174279,-0.004174,-0.023387,0.536744,0.524953,-0.011792,-0.059080,0.005349
serie-a,1x2,FT,away,1708,1.0000,0.195509,0.191354,-0.004154,-0.021249,0.582464,0.567042,-0.015422,0.069657,-0.007808
serie-a,asian_handicap,FT,away_plus_0_5,1708,1.0000,0.195509,0.191354,-0.004154,-0.021249,0.582464,0.567042,-0.015422,0.069657,-0.007808
serie-b-italia,btts,HT,sim,277,1.0000,0.161071,0.156920,-0.004151,-0.025771,0.517698,0.493651,-0.024047,0.059617,0.004411
serie-a,impedimentos,FT,under,17080,1.0000,0.207760,0.203614,-0.004145,-0.019953,0.607911,0.595238,-0.012673,0.034703,-0.006023
serie-a,impedimentos,FT,over,17080,1.0000,0.207760,0.203621,-0.004138,-0.019918,0.607911,0.595277,-0.012634,-0.034703,0.005676
premier-league,chutes_alvo,HT,under,15408,1.0000,0.211866,0.207729,-0.004137,-0.019527,0.611957,0.610852,-0.001104,-0.061976,0.015256
championship,asian_handicap,FT,away_minus_1,336,1.0000,0.203683,0.199558,-0.004125,-0.020251,0.606729,0.597649,-0.009080,0.007477,-0.032504
championship,asian_handicap,FT,home_minus_1,336,1.0000,0.203683,0.199558,-0.004125,-0.020251,0.606729,0.597649,-0.009080,-0.007477,0.032504
superliga-argentina,impedimentos,FT,under,5810,1.0000,0.210997,0.206879,-0.004118,-0.019516,0.618274,0.615240,-0.003033,0.017281,-0.000693
bundesliga,asian_handicap,FT,home_plus_1_5,1353,1.0000,0.124693,0.120588,-0.004105,-0.032923,0.426310,0.395756,-0.030555,-0.064041,-0.022519
bundesliga,handicap,FT,home_plus_2,1353,1.0000,0.124693,0.120588,-0.004105,-0.032923,0.426310,0.395756,-0.030555,-0.064041,-0.022519
bundesliga,handicap,FT,away_plus_1,1353,1.0000,0.124693,0.120588,-0.004105,-0.032923,0.426310,0.395756,-0.030555,0.064041,0.022518
bundesliga,asian_handicap,FT,away_plus_1_5,1353,1.0000,0.124693,0.120588,-0.004105,-0.032923,0.426310,0.395756,-0.030555,0.064041,0.022518
serie-b-italia,correct_score,FT,0_0,277,1.0000,0.069063,0.064969,-0.004094,-0.059274,0.275258,0.257099,-0.018159,-0.022357,-0.003820
la-liga,1x2,HT,away,1710,1.0000,0.174215,0.170148,-0.004067,-0.023345,0.539831,0.520913,-0.018918,0.062425,-0.010068
la-liga,dupla,HT,1x,1710,1.0000,0.174215,0.170158,-0.004056,-0.023284,0.539831,0.520999,-0.018832,-0.062425,0.010125
bundesliga,dupla,FT,12,1353,1.0000,0.191439,0.187402,-0.004037,-0.021088,0.577686,0.561669,-0.016017,-0.054105,-0.012362
bundesliga,1x2,FT,draw,1353,1.0000,0.191439,0.187402,-0.004037,-0.021088,0.577686,0.561669,-0.016017,0.054105,0.012362
bundesliga,margem,FT,draw,1353,1.0000,0.191439,0.187402,-0.004037,-0.021088,0.577686,0.561669,-0.016017,0.054105,0.012362
brasileirao-b,chutes,FT,under,9610,1.0000,0.156988,0.152966,-0.004022,-0.025620,0.485195,0.471376,-0.013818,0.021093,0.011912
brasileirao,escanteios_exato,FT,eq_15_plus,1845,1.0000,0.109331,0.105313,-0.004017,-0.036745,0.386816,0.367307,-0.019509,-0.003867,0.000759
superliga-argentina,impedimentos,FT,over,5810,1.0000,0.210997,0.206985,-0.004012,-0.019014,0.618274,0.615464,-0.002810,-0.017281,0.002820
brasileirao-b,chutes,FT,over,9610,1.0000,0.156988,0.152977,-0.004011,-0.025552,0.485195,0.471395,-0.013800,-0.021093,-0.012418
brasileirao-b,correct_score,FT,other_home,310,1.0000,0.007725,0.003718,-0.004007,-0.518727,0.057906,0.031145,-0.026761,-0.040812,-0.014088
superliga-argentina,correct_score,FT,1_0,581,1.0000,0.118423,0.114442,-0.003980,-0.033610,0.406724,0.392428,-0.014296,-0.031415,0.002269
la-liga-2,1x2,HT,home,312,1.0000,0.208878,0.204902,-0.003976,-0.019035,0.603780,0.596651,-0.007129,-0.050584,-0.009342
la-liga-2,dupla,HT,x2,312,1.0000,0.208878,0.204906,-0.003971,-0.019013,0.603780,0.596672,-0.007108,0.050584,0.009361
liga-mx,escanteios_1x2,FT,draw,235,1.0000,0.065831,0.061868,-0.003963,-0.060201,0.261436,0.246166,-0.015270,-0.054447,-0.029648
serie-b-italia,marca,FT,home_nao,277,1.0000,0.168410,0.164453,-0.003957,-0.023495,0.530428,0.511432,-0.018996,0.003701,-0.024800
serie-b-italia,marca,FT,home_sim,277,1.0000,0.168410,0.164453,-0.003957,-0.023495,0.530428,0.511432,-0.018996,-0.003701,0.024800
serie-a,chutes,HT,under,22204,1.0000,0.143754,0.139880,-0.003874,-0.026950,0.448489,0.433547,-0.014942,0.054671,0.002585
serie-a,chutes,HT,over,22204,1.0000,0.143754,0.139890,-0.003864,-0.026876,0.448489,0.433571,-0.014918,-0.054671,-0.002289
serie-a,gols,2T,over,6832,1.0000,0.158442,0.154582,-0.003860,-0.024363,0.486757,0.481901,-0.004856,-0.047101,0.002311
serie-a,gols,2T,under,6832,1.0000,0.158442,0.154582,-0.003860,-0.024363,0.486757,0.481901,-0.004856,0.047101,-0.002311
liga-mx,margem,FT,home_3,235,1.0000,0.065319,0.061467,-0.003852,-0.058973,0.259697,0.246734,-0.012964,-0.049099,-0.008642
championship,margem,FT,home_4_plus,435,1.0000,0.033222,0.029414,-0.003808,-0.114629,0.164332,0.157336,-0.006996,-0.025769,0.004860
primeira-liga,1x2,HT,draw,205,1.0000,0.252196,0.248403,-0.003793,-0.015040,0.699564,0.811469,0.111905,0.014688,0.035597
primeira-liga,dupla,HT,12,205,1.0000,0.252196,0.248403,-0.003793,-0.015040,0.699564,0.811469,0.111905,-0.014688,-0.035597
premier-league,cartoes,HT,under,13696,1.0000,0.182695,0.178918,-0.003777,-0.020675,0.551238,0.536972,-0.014265,-0.057087,0.004247
premier-league,asian_handicap,FT,home_plus_1_5,1712,1.0000,0.127759,0.123989,-0.003770,-0.029510,0.424425,0.400265,-0.024160,-0.059566,-0.018467
premier-league,handicap,FT,home_plus_2,1712,1.0000,0.127759,0.123989,-0.003770,-0.029510,0.424425,0.400265,-0.024160,-0.059566,-0.018467
premier-league,handicap,FT,away_plus_1,1712,1.0000,0.127759,0.123989,-0.003770,-0.029509,0.424425,0.400265,-0.024159,0.059566,0.018466
premier-league,asian_handicap,FT,away_plus_1_5,1712,1.0000,0.127759,0.123989,-0.003770,-0.029509,0.424425,0.400265,-0.024159,0.059566,0.018466
premier-league,cartoes,HT,over,13696,1.0000,0.182695,0.178930,-0.003765,-0.020608,0.551238,0.535426,-0.015812,0.057087,-0.004925
liga-mx,dupla,HT,x2,235,1.0000,0.252375,0.248618,-0.003757,-0.014887,0.699760,0.692049,-0.007710,0.012215,-0.052608
liga-mx,1x2,HT,home,235,1.0000,0.252375,0.248618,-0.003757,-0.014887,0.699760,0.692049,-0.007710,-0.012215,0.052608
bundesliga,faltas,FT,under,18942,1.0000,0.196380,0.192643,-0.003738,-0.019032,0.578336,0.568227,-0.010110,0.053307,0.009957
bundesliga,faltas,FT,over,18942,1.0000,0.196380,0.192651,-0.003729,-0.018988,0.578336,0.568249,-0.010087,-0.053307,-0.009963
ligue-1,dupla,HT,x2,1510,1.0000,0.216207,0.212481,-0.003725,-0.017230,0.621751,0.613834,-0.007917,0.047179,-0.001688
ligue-1,1x2,HT,home,1510,1.0000,0.216207,0.212482,-0.003725,-0.017229,0.621751,0.613834,-0.007917,-0.047179,0.001692
bundesliga,escanteios_exato,FT,eq_15_plus,1353,1.0000,0.086535,0.082828,-0.003707,-0.042834,0.330758,0.305953,-0.024805,0.007783,0.001724
primeira-liga,chutes,HT,under,2665,1.0000,0.163303,0.159602,-0.003701,-0.022666,0.501635,0.485221,-0.016414,0.055782,0.013118
serie-a,dupla,2T,1x,1708,1.0000,0.196548,0.192851,-0.003697,-0.018808,0.584871,0.570498,-0.014373,-0.058320,0.014250
serie-a,1x2,2T,away,1708,1.0000,0.196548,0.192852,-0.003696,-0.018804,0.584871,0.570503,-0.014368,0.058320,-0.014262
primeira-liga,asian_handicap,FT,away_minus_1,165,1.0000,0.159272,0.155584,-0.003688,-0.023154,0.491194,0.477350,-0.013844,0.019472,-0.010026
primeira-liga,asian_handicap,FT,home_minus_1,165,1.0000,0.159272,0.155584,-0.003688,-0.023154,0.491194,0.477350,-0.013844,-0.019472,0.010026
primeira-liga,escanteios_1x2,HT,home,205,1.0000,0.224399,0.220712,-0.003687,-0.016431,0.638870,0.628484,-0.010387,0.022078,-0.004263
superliga-argentina,chutes_alvo,HT,under,5229,1.0000,0.210238,0.206559,-0.003679,-0.017498,0.610513,0.601665,-0.008848,-0.062128,-0.014037
liga-mx,htft,FULL,x_x,235,1.0000,0.139235,0.135566,-0.003669,-0.026354,0.473485,0.448649,-0.024836,0.030810,0.018614
primeira-liga,chutes,HT,over,2665,1.0000,0.163303,0.159642,-0.003661,-0.022417,0.501635,0.485325,-0.016310,-0.055782,-0.013376
primeira-liga,dnb,FT,away,147,1.0000,0.188362,0.184702,-0.003661,-0.019434,0.584683,0.547472,-0.037211,0.034759,-0.043148
primeira-liga,dnb,FT,home,147,1.0000,0.188362,0.184702,-0.003661,-0.019434,0.584683,0.547472,-0.037211,-0.034759,0.043148
brasileirao,correct_score,HT,0_0,1845,1.0000,0.224102,0.220450,-0.003652,-0.016295,0.640498,0.648824,0.008326,-0.053264,-0.007780
serie-b-italia,1x2,2T,draw,277,1.0000,0.227629,0.223997,-0.003631,-0.015953,0.653277,0.641200,-0.012077,-0.003171,-0.007157
serie-b-italia,dupla,2T,12,277,1.0000,0.227629,0.223997,-0.003631,-0.015953,0.653277,0.641200,-0.012077,0.003171,0.007157
premier-league,escanteios,HT,over,25680,1.0000,0.187856,0.184236,-0.003619,-0.019266,0.561515,0.548767,-0.012747,0.046992,0.001537
championship,htft,FULL,x_1,435,1.0000,0.113504,0.109891,-0.003613,-0.031831,0.387970,0.377352,-0.010618,-0.059797,-0.019894
premier-league,escanteios,HT,under,25680,1.0000,0.187856,0.184243,-0.003612,-0.019229,0.561515,0.548787,-0.012727,-0.046992,-0.002558
premier-league,asian_handicap,FT,home_minus_1,1361,1.0000,0.183398,0.179799,-0.003599,-0.019625,0.547499,0.538573,-0.008926,-0.043664,0.005404
premier-league,asian_handicap,FT,away_minus_1,1361,1.0000,0.183398,0.179799,-0.003599,-0.019625,0.547499,0.538573,-0.008926,0.043664,-0.005404
ligue-1,escanteios,HT,over,22650,1.0000,0.184110,0.180515,-0.003595,-0.019529,0.552196,0.539871,-0.012325,0.050697,-0.000710
brasileirao,faltas,FT,under,25830,1.0000,0.175809,0.172216,-0.003593,-0.020434,0.529349,0.515540,-0.013809,0.049273,-0.002211
brasileirao,faltas,FT,over,25830,1.0000,0.175809,0.172221,-0.003587,-0.020404,0.529349,0.515544,-0.013805,-0.049273,0.002299
ligue-1,escanteios,HT,under,22650,1.0000,0.184110,0.180526,-0.003585,-0.019470,0.552196,0.539906,-0.012290,-0.050697,0.000937
brasileirao-b,correct_score,FT,0_0,310,1.0000,0.087293,0.083711,-0.003582,-0.041037,0.312406,0.302970,-0.009435,-0.029127,0.009149
bundesliga,gols,2T,over,5412,1.0000,0.170222,0.166659,-0.003564,-0.020935,0.518105,0.511418,-0.006687,-0.050455,0.005356
bundesliga,gols,2T,under,5412,1.0000,0.170222,0.166659,-0.003564,-0.020935,0.518105,0.511418,-0.006687,0.050455,-0.005356
liga-mx,htft,FULL,x_1,235,1.0000,0.116071,0.112532,-0.003539,-0.030490,0.396030,0.384566,-0.011464,-0.068509,-0.025734
bundesliga,chutes,HT,under,17589,1.0000,0.140472,0.136954,-0.003519,-0.025049,0.440917,0.426063,-0.014854,0.053700,-0.000397
bundesliga,chutes,HT,over,17589,1.0000,0.140472,0.136956,-0.003517,-0.025035,0.440917,0.426088,-0.014829,-0.053700,-0.000026
brasileirao,escanteios_1x2,HT,home,1845,1.0000,0.245438,0.241924,-0.003514,-0.014317,0.683982,0.676738,-0.007244,0.047842,0.001718
serie-a,margem,FT,home_4_plus,1708,1.0000,0.035006,0.031496,-0.003510,-0.100281,0.144641,0.131085,-0.013556,-0.036589,0.003801
la-liga,escanteios,HT,under,25650,1.0000,0.178430,0.174921,-0.003509,-0.019665,0.537549,0.527437,-0.010112,-0.053233,-0.000550
la-liga,escanteios,HT,over,25650,1.0000,0.178430,0.174921,-0.003509,-0.019664,0.537549,0.527467,-0.010082,0.053233,0.001197
la-liga-2,correct_score,FT,other_home,312,1.0000,0.028531,0.025028,-0.003502,-0.122762,0.131820,0.123948,-0.007872,-0.021302,0.007706
superliga-argentina,htft,FULL,x_1,581,1.0000,0.127614,0.124113,-0.003501,-0.027433,0.423665,0.412486,-0.011179,-0.061100,-0.020777
la-liga,asian_handicap,FT,away_plus_1,1418,1.0000,0.111431,0.107933,-0.003498,-0.031390,0.368315,0.358224,-0.010092,-0.050704,-0.005293
la-liga,asian_handicap,FT,home_plus_1,1418,1.0000,0.111431,0.107933,-0.003498,-0.031389,0.368315,0.358231,-0.010084,0.050704,0.005301
premier-league,escanteios_1x2,HT,draw,1712,1.0000,0.116520,0.113031,-0.003489,-0.029942,0.398077,0.385277,-0.012800,-0.059647,-0.010198
brasileirao-b,htft,FULL,x_x,310,1.0000,0.167042,0.163564,-0.003478,-0.020821,0.528066,0.512983,-0.015083,0.019618,0.036025
liga-mx,correct_score,HT,0_0,235,1.0000,0.210039,0.206573,-0.003467,-0.016505,0.613486,0.604663,-0.008824,-0.015672,0.014331
superliga-argentina,correct_score,FT,other_home,581,1.0000,0.010519,0.007067,-0.003453,-0.328209,0.055359,0.039271,-0.016089,-0.025024,-0.005567
bundesliga,chutes_alvo,HT,over,12177,1.0000,0.207858,0.204461,-0.003397,-0.016345,0.602645,0.597093,-0.005553,0.052521,-0.001835
premier-league,dupla,2T,12,1712,1.0000,0.220863,0.217467,-0.003396,-0.015377,0.634917,0.626391,-0.008526,-0.003455,0.013952
premier-league,1x2,2T,draw,1712,1.0000,0.220863,0.217467,-0.003396,-0.015377,0.634917,0.626391,-0.008526,0.003455,-0.013952
championship,correct_score,FT,0_0,435,1.0000,0.064424,0.061031,-0.003394,-0.052676,0.259418,0.243828,-0.015591,-0.026129,-0.007910
brasileirao,cartoes_1x2,FT,away,1845,1.0000,0.251977,0.248609,-0.003368,-0.013366,0.697889,0.693434,-0.004455,0.026669,0.004526
brasileirao-b,htft,FULL,x_2,310,1.0000,0.122897,0.119561,-0.003336,-0.027143,0.486062,0.490857,0.004796,0.067325,0.037438
bundesliga,marca,FT,home_sim,1353,1.0000,0.150313,0.146978,-0.003334,-0.022184,0.489138,0.464780,-0.024358,-0.044519,-0.000699
bundesliga,marca,FT,home_nao,1353,1.0000,0.150313,0.146978,-0.003334,-0.022184,0.489138,0.464780,-0.024358,0.044519,0.000699
serie-b-italia,chutes,FT,under,8587,1.0000,0.160714,0.157381,-0.003334,-0.020742,0.484498,0.468728,-0.015771,0.005438,-0.006663
superliga-argentina,escanteios_1x2,FT,away,581,1.0000,0.227591,0.224259,-0.003332,-0.014641,0.658920,0.645057,-0.013863,0.041079,0.010264
serie-a,1x2,FT,draw,1708,1.0000,0.202027,0.198708,-0.003319,-0.016429,0.596638,0.586695,-0.009943,0.039971,0.011396
serie-a,margem,FT,draw,1708,1.0000,0.202027,0.198708,-0.003319,-0.016429,0.596638,0.586695,-0.009943,0.039971,0.011396
serie-a,dupla,FT,12,1708,1.0000,0.202027,0.198708,-0.003319,-0.016429,0.596638,0.586695,-0.009943,-0.039971,-0.011396
serie-b-italia,chutes,FT,over,8587,1.0000,0.160714,0.157402,-0.003312,-0.020606,0.484498,0.468784,-0.015714,-0.005438,0.006544
serie-b-italia,impedimentos,FT,under,2770,1.0000,0.214901,0.211591,-0.003310,-0.015402,0.634034,0.614335,-0.019699,-0.030083,-0.040574
brasileirao,btts,HT,nao,1845,1.0000,0.151684,0.148381,-0.003303,-0.021777,0.488886,0.473514,-0.015372,-0.051922,-0.009375
brasileirao,btts,HT,sim,1845,1.0000,0.151684,0.148381,-0.003303,-0.021777,0.488886,0.473514,-0.015372,0.051922,0.009375
brasileirao,cartoes_1x2,FT,home,1845,1.0000,0.226389,0.223088,-0.003300,-0.014577,0.644668,0.640110,-0.004558,-0.039983,-0.009969
serie-b-italia,impedimentos,FT,over,2770,1.0000,0.214901,0.211612,-0.003289,-0.015304,0.634034,0.614403,-0.019631,0.030083,0.041023
premier-league,dupla,HT,x2,1712,1.0000,0.219736,0.216458,-0.003278,-0.014918,0.629091,0.622029,-0.007062,0.040254,-0.011992
premier-league,1x2,HT,home,1712,1.0000,0.219736,0.216458,-0.003278,-0.014917,0.629091,0.622032,-0.007059,-0.040254,0.011996
ligue-1,htft,FULL,2_2,1510,1.0000,0.141638,0.138368,-0.003270,-0.023086,0.457065,0.441041,-0.016025,0.056698,0.006770
premier-league,btts_algum_tempo,FULL,nao,1712,1.0000,0.244643,0.241374,-0.003269,-0.013363,0.683425,0.675588,-0.007837,-0.016823,-0.005700
superliga-argentina,chutes_alvo,HT,over,5229,1.0000,0.210238,0.206975,-0.003263,-0.015521,0.610513,0.612420,0.001907,0.062128,0.015219
premier-league,btts_algum_tempo,FULL,sim,1712,1.0000,0.244643,0.241395,-0.003249,-0.013279,0.683425,0.675710,-0.007716,0.016823,0.005590
la-liga,correct_score,FT,other_home,1710,1.0000,0.022415,0.019171,-0.003244,-0.144738,0.101848,0.084574,-0.017274,-0.035797,-0.000292
la-liga-2,correct_score,HT,1_1,312,1.0000,0.130780,0.127543,-0.003237,-0.024750,0.452471,0.427473,-0.024998,0.066167,0.040695
liga-mx,cartoes_1x2,FT,home,235,1.0000,0.244946,0.241710,-0.003236,-0.013211,0.684139,0.677086,-0.007053,0.005147,0.045592
championship,dupla,HT,x2,435,1.0000,0.229823,0.226591,-0.003232,-0.014063,0.657828,0.647681,-0.010146,0.002637,-0.034935
