liga,family,period,direction,n,coverage,brier_raw,brier_cal,delta_brier,delta_brier_rel,log_loss_raw,log_loss_cal,delta_log_loss,gap_raw,gap_cal
la-liga,cartoes,FT,under,25650,1.0000,0.178750,0.176929,-0.001821,-0.010187,0.534912,0.530408,-0.004503,-0.030820,-0.000593
la-liga,cartoes,FT,over,25650,1.0000,0.178750,0.176932,-0.001818,-0.010171,0.534912,0.530411,-0.004500,0.030820,0.000360
la-liga,htft,FULL,2_2,1710,1.0000,0.120874,0.119058,-0.001816,-0.015020,0.404975,0.393118,-0.011857,0.041219,-0.007905
premier-league,escanteios_1x2,HT,away,1712,1.0000,0.217808,0.216001,-0.001807,-0.008295,0.624946,0.620584,-0.004362,0.029113,0.008870
primeira-liga,btts_ambos_tempos,FULL,nao,205,1.0000,0.053332,0.051527,-0.001805,-0.033844,0.249891,0.216631,-0.033260,-0.018421,-0.007625
bundesliga,escanteios_1x2,HT,draw,1353,1.0000,0.132314,0.130523,-0.001791,-0.013535,0.435952,0.429919,-0.006033,-0.043828,0.005786
primeira-liga,btts_ambos_tempos,FULL,sim,205,1.0000,0.053332,0.051547,-0.001785,-0.033468,0.249891,0.217095,-0.032796,0.018421,0.007311
brasileirao,correct_score,FT,0_0,1845,1.0000,0.073702,0.071919,-0.001783,-0.024198,0.276759,0.277234,0.000475,-0.023170,-0.003558
serie-b-italia,chutes,HT,over,3601,1.0000,0.132442,0.130664,-0.001778,-0.013427,0.416077,0.408416,-0.007661,-0.038820,0.002249
serie-a,handicap,FT,draw_minus_2,1708,1.0000,0.095745,0.093972,-0.001773,-0.018515,0.335884,0.329075,-0.006810,-0.041051,-0.009735
serie-a,margem,FT,home_2,1708,1.0000,0.095745,0.093972,-0.001773,-0.018515,0.335884,0.329075,-0.006810,-0.041051,-0.009735
serie-b-italia,correct_score,HT,other,277,1.0000,0.017946,0.016178,-0.001768,-0.098516,0.108679,0.099191,-0.009488,-0.038971,-0.034441
serie-b-italia,chutes,HT,under,3601,1.0000,0.132442,0.130675,-0.001767,-0.013340,0.416077,0.408451,-0.007626,0.038820,-0.002457
brasileirao,impedimentos,FT,under,18450,1.0000,0.196697,0.194941,-0.001756,-0.008928,0.581925,0.575152,-0.006774,0.004207,-0.002438
premier-league,correct_score,HT,other,1712,1.0000,0.060006,0.058255,-0.001751,-0.029175,0.245484,0.234919,-0.010565,-0.004345,0.005929
serie-a,asian_total,FT,under,8025,1.0000,0.202648,0.200909,-0.001740,-0.008584,0.595017,0.590098,-0.004919,0.026130,-0.001203
serie-a,asian_total,FT,over,8025,1.0000,0.202648,0.200909,-0.001740,-0.008584,0.595017,0.590098,-0.004919,-0.026130,0.001203
brasileirao,impedimentos,FT,over,18450,1.0000,0.196697,0.194961,-0.001737,-0.008828,0.581925,0.576378,-0.005547,-0.004207,0.003444
serie-b-italia,gols,2T,over,1108,1.0000,0.153695,0.151978,-0.001717,-0.011172,0.473498,0.467212,-0.006286,-0.035499,-0.000290
serie-b-italia,gols,2T,under,1108,1.0000,0.153695,0.151978,-0.001717,-0.011172,0.473498,0.467212,-0.006286,0.035499,0.000290
ligue-1,cartoes_1x2,FT,away,1510,1.0000,0.247394,0.245678,-0.001717,-0.006940,0.688924,0.684668,-0.004257,-0.001974,-0.002471
ligue-1,impedimentos,FT,over,15100,1.0000,0.202092,0.200382,-0.001710,-0.008460,0.592826,0.587169,-0.005657,-0.005894,0.001936
la-liga-2,correct_score,FT,2_0,312,1.0000,0.062671,0.060962,-0.001709,-0.027262,0.251956,0.245624,-0.006333,-0.030157,-0.004585
championship,correct_score,FT,other_home,435,1.0000,0.019737,0.018040,-0.001696,-0.085953,0.107086,0.107877,0.000791,-0.017945,0.003772
ligue-1,gols,2T,over,6040,1.0000,0.162702,0.161027,-0.001675,-0.010293,0.496230,0.493005,-0.003225,-0.031656,-0.001788
ligue-1,gols,2T,under,6040,1.0000,0.162702,0.161027,-0.001675,-0.010293,0.496230,0.493005,-0.003225,0.031656,0.001788
serie-a,correct_score,HT,0_1,1708,1.0000,0.145683,0.144016,-0.001667,-0.011440,0.467262,0.459307,-0.007955,0.043839,0.010239
championship,escanteios,FT,over,8700,1.0000,0.204273,0.202616,-0.001657,-0.008113,0.604348,0.705089,0.100742,0.005627,0.006029
bundesliga,handicap,FT,draw_plus_1,1353,1.0000,0.130237,0.128581,-0.001656,-0.012714,0.435431,0.422556,-0.012875,0.042542,-0.002776
bundesliga,margem,FT,away_1,1353,1.0000,0.130237,0.128581,-0.001656,-0.012714,0.435431,0.422556,-0.012875,0.042542,-0.002776
championship,correct_score,FT,2_0,435,1.0000,0.060685,0.059029,-0.001656,-0.027281,0.245107,0.241069,-0.004038,-0.030024,-0.004729
la-liga,correct_score,FT,2_0,1710,1.0000,0.061514,0.059868,-0.001646,-0.026755,0.243786,0.234900,-0.008886,-0.040380,-0.011643
primeira-liga,correct_score,FT,2_0,205,1.0000,0.043810,0.042172,-0.001638,-0.037383,0.181822,0.172498,-0.009323,-0.038793,-0.016569
championship,escanteios,FT,under,8700,1.0000,0.204273,0.202637,-0.001636,-0.008009,0.604348,0.705182,0.100834,-0.005627,-0.006289
superliga-argentina,htft,FULL,x_x,581,1.0000,0.183331,0.181699,-0.001633,-0.008906,0.557317,0.552287,-0.005030,0.010054,0.043686
superliga-argentina,correct_score,HT,2_0,581,1.0000,0.041303,0.039672,-0.001631,-0.039488,0.186561,0.183800,-0.002760,-0.032743,-0.016013
la-liga,correct_score,HT,0_1,1710,1.0000,0.131127,0.129497,-0.001630,-0.012428,0.435108,0.425733,-0.009375,0.037157,0.000629
liga-mx,escanteios_1x2,FT,home,235,1.0000,0.238456,0.236828,-0.001628,-0.006828,0.670570,0.667060,-0.003510,0.010361,-0.001801
premier-league,faltas,FT,under,23968,1.0000,0.193498,0.191885,-0.001613,-0.008335,0.573157,0.567273,-0.005884,-0.032550,0.003673
premier-league,faltas,FT,over,23968,1.0000,0.193498,0.191886,-0.001612,-0.008332,0.573157,0.567270,-0.005886,0.032550,-0.003702
serie-b-italia,correct_score,HT,2_0,277,1.0000,0.062679,0.061069,-0.001610,-0.025687,0.249672,0.240918,-0.008754,-0.027593,-0.004457
brasileirao-b,correct_score,FT,2_2,310,1.0000,0.065027,0.063417,-0.001610,-0.024757,0.278949,0.249456,-0.029493,0.043118,0.021592
bundesliga,handicap,FT,away_plus_2,1353,1.0000,0.063161,0.061552,-0.001610,-0.025485,0.249903,0.229613,-0.020290,0.036688,0.016662
brasileirao-b,faltas,FT,over,4340,1.0000,0.167652,0.166042,-0.001609,-0.009600,0.504466,0.504418,-0.000047,-0.004961,-0.002664
liga-mx,escanteios_exato,FT,eq_6,235,1.0000,0.072585,0.070977,-0.001608,-0.022156,0.281718,0.271646,-0.010072,-0.007031,-0.003326
serie-b-italia,faltas,FT,under,3878,1.0000,0.146538,0.144933,-0.001604,-0.010948,0.454007,0.445610,-0.008398,0.024444,-0.007857
serie-a,escanteios_1x2,HT,away,1708,1.0000,0.221142,0.219544,-0.001598,-0.007225,0.632337,0.628744,-0.003593,0.028119,0.008199
ligue-1,impedimentos,FT,under,15100,1.0000,0.202092,0.200498,-0.001594,-0.007888,0.592826,0.587447,-0.005378,0.005894,-0.002861
ligue-1,escanteios_exato,FT,eq_15_plus,1510,1.0000,0.069574,0.067981,-0.001593,-0.022890,0.277835,0.263735,-0.014100,-0.000578,-0.015749
brasileirao,handicap,FT,away_plus_1,1845,1.0000,0.080712,0.079124,-0.001588,-0.019673,0.303764,0.291011,-0.012754,0.027991,0.002325
brasileirao,asian_handicap,FT,away_plus_1_5,1845,1.0000,0.080712,0.079124,-0.001588,-0.019673,0.303764,0.291011,-0.012754,0.027991,0.002325
brasileirao,asian_handicap,FT,home_plus_1_5,1845,1.0000,0.080712,0.079124,-0.001588,-0.019673,0.303764,0.291011,-0.012754,-0.027991,-0.002325
brasileirao,handicap,FT,home_plus_2,1845,1.0000,0.080712,0.079124,-0.001588,-0.019673,0.303764,0.291011,-0.012754,-0.027991,-0.002325
bundesliga,htft,FULL,x_x,1353,1.0000,0.123780,0.122193,-0.001587,-0.012822,0.417289,0.411235,-0.006053,0.023294,0.008548
brasileirao-b,faltas,FT,under,4340,1.0000,0.167652,0.166069,-0.001583,-0.009442,0.504466,0.509119,0.004653,0.004961,0.002361
la-liga,asian_handicap,FT,home_plus_2,1585,1.0000,0.041234,0.039653,-0.001581,-0.038342,0.168740,0.161399,-0.007341,0.027669,0.003269
la-liga,asian_handicap,FT,away_plus_2,1585,1.0000,0.041234,0.039653,-0.001581,-0.038341,0.168740,0.161399,-0.007341,-0.027669,-0.003269
superliga-argentina,correct_score,FT,1_2,581,1.0000,0.073316,0.071742,-0.001574,-0.021472,0.302639,0.275063,-0.027576,0.043250,0.018478
serie-b-italia,correct_score,HT,1_1,277,1.0000,0.112061,0.110489,-0.001572,-0.014027,0.392661,0.380149,-0.012513,0.049779,0.021659
serie-b-italia,faltas,FT,over,3878,1.0000,0.146538,0.144968,-0.001570,-0.010714,0.454007,0.445743,-0.008265,-0.024444,0.007787
superliga-argentina,gols,FT,over,9296,1.0000,0.125978,0.124415,-0.001563,-0.012409,0.397849,0.393278,-0.004571,-0.008879,0.002556
superliga-argentina,gols,FT,under,9296,1.0000,0.125978,0.124415,-0.001563,-0.012408,0.397849,0.393237,-0.004611,0.008879,-0.002789
la-liga-2,faltas,FT,under,4368,1.0000,0.175828,0.174265,-0.001563,-0.008890,0.527133,0.520618,-0.006515,0.037739,0.011345
primeira-liga,correct_score,HT,1_1,205,1.0000,0.089866,0.088307,-0.001559,-0.017351,0.331695,0.320258,-0.011438,0.026753,-0.005267
brasileirao-b,correct_score,FT,1_2,310,1.0000,0.073593,0.072044,-0.001549,-0.021049,0.322643,0.281484,-0.041158,0.045889,0.020513
serie-a,correct_score,FT,0_0,1708,1.0000,0.070597,0.069051,-0.001546,-0.021901,0.273554,0.266989,-0.006565,-0.005587,0.006454
serie-a,faltas,FT,over,23912,1.0000,0.191359,0.189815,-0.001544,-0.008071,0.565658,0.559970,-0.005689,-0.025868,0.001385
la-liga-2,faltas,FT,over,4368,1.0000,0.175828,0.174284,-0.001544,-0.008783,0.527133,0.520633,-0.006499,-0.037739,-0.011380
la-liga,escanteios_exato,FT,eq_15_plus,1710,1.0000,0.064041,0.062498,-0.001543,-0.024093,0.257270,0.246480,-0.010790,-0.001289,-0.019390
serie-a,marca,FT,home_sim,1708,1.0000,0.183450,0.181917,-0.001533,-0.008355,0.560960,0.545726,-0.015234,-0.041721,-0.019481
serie-a,marca,FT,home_nao,1708,1.0000,0.183450,0.181917,-0.001533,-0.008355,0.560960,0.545726,-0.015234,0.041721,0.019481
brasileirao-b,correct_score,FT,4_0,310,1.0000,0.011595,0.010064,-0.001531,-0.132029,0.086201,0.080346,-0.005855,-0.027242,-0.008317
liga-mx,correct_score,FT,4_0,235,1.0000,0.014108,0.012579,-0.001529,-0.108409,0.078964,0.064517,-0.014446,-0.031712,-0.008510
liga-mx,correct_score,FT,1_0,235,1.0000,0.073444,0.071916,-0.001528,-0.020806,0.286310,0.277423,-0.008886,-0.017301,-0.020930
serie-a,htft,FULL,x_1,1708,1.0000,0.122688,0.121171,-0.001517,-0.012364,0.413395,0.416238,0.002842,-0.037884,0.001542
serie-a,faltas,FT,under,23912,1.0000,0.191359,0.189854,-0.001505,-0.007867,0.565658,0.560073,-0.005586,0.025868,-0.000382
championship,margem,FT,home_3,435,1.0000,0.049759,0.048255,-0.001504,-0.030219,0.207554,0.200693,-0.006861,-0.026728,0.002086
serie-b-italia,margem,FT,home_3,277,1.0000,0.064330,0.062828,-0.001502,-0.023348,0.250580,0.242997,-0.007583,-0.031320,0.005829
serie-a,1x2,HT,draw,1708,1.0000,0.243981,0.242480,-0.001501,-0.006152,0.681013,0.677786,-0.003227,-0.016017,0.006971
serie-a,dupla,HT,12,1708,1.0000,0.243981,0.242480,-0.001501,-0.006152,0.681013,0.677786,-0.003227,0.016017,-0.006971
championship,escanteios_1x2,HT,draw,435,1.0000,0.131746,0.130247,-0.001499,-0.011378,0.434326,0.429195,-0.005131,-0.038337,0.009684
la-liga-2,dupla,2T,1x,312,1.0000,0.188980,0.187483,-0.001497,-0.007922,0.577367,0.562408,-0.014959,-0.043082,0.036352
superliga-argentina,htft,FULL,x_2,581,1.0000,0.102848,0.101352,-0.001497,-0.014551,0.369593,0.354160,-0.015433,0.029101,0.004105
la-liga-2,1x2,2T,away,312,1.0000,0.188980,0.187485,-0.001495,-0.007912,0.577367,0.562417,-0.014950,0.043082,-0.036360
ligue-1,handicap,FT,draw_plus_1,1510,1.0000,0.142613,0.141128,-0.001485,-0.010415,0.465674,0.454199,-0.011475,0.037589,-0.001920
ligue-1,margem,FT,away_1,1510,1.0000,0.142613,0.141128,-0.001485,-0.010415,0.465674,0.454199,-0.011475,0.037589,-0.001920
bundesliga,correct_score,HT,1_0,1353,1.0000,0.147781,0.146296,-0.001485,-0.010046,0.479322,0.467470,-0.011852,-0.042839,-0.021209
brasileirao-b,escanteios_1x2,FT,draw,310,1.0000,0.065212,0.063730,-0.001482,-0.022726,0.258406,0.258598,0.000192,-0.035121,-0.009788
championship,htft,FULL,x_2,435,1.0000,0.108873,0.107392,-0.001481,-0.013605,0.385003,0.372941,-0.012062,0.016485,-0.002314
brasileirao,correct_score,FT,1_0,1845,1.0000,0.121447,0.119966,-0.001481,-0.012193,0.411858,0.405409,-0.006449,0.004825,0.003893
serie-b-italia,correct_score,FT,4_0,277,1.0000,0.008824,0.007350,-0.001475,-0.167123,0.060063,0.045269,-0.014794,-0.031085,-0.011184
primeira-liga,correct_score,HT,2_0,205,1.0000,0.055934,0.054460,-0.001475,-0.026364,0.240825,0.335129,0.094304,-0.024339,-0.009135
serie-a,escanteios_exato,FT,eq_15_plus,1708,1.0000,0.068252,0.066780,-0.001472,-0.021568,0.274374,0.263956,-0.010418,-0.000779,-0.015890
brasileirao-b,correct_score,HT,2_0,310,1.0000,0.050297,0.048829,-0.001468,-0.029188,0.208334,0.199920,-0.008415,-0.038116,-0.015711
primeira-liga,correct_score,FT,1_2,205,1.0000,0.084601,0.083138,-0.001462,-0.017286,0.312900,0.301045,-0.011855,0.046391,0.018940
la-liga,margem,FT,home_3,1710,1.0000,0.055309,0.053847,-0.001462,-0.026436,0.217959,0.209562,-0.008397,-0.035660,-0.000443
liga-mx,gols,HT,under,1880,1.0000,0.174335,0.172878,-0.001457,-0.008359,0.526162,0.518295,-0.007866,-0.024419,0.001076
liga-mx,gols,HT,over,1880,1.0000,0.174335,0.172878,-0.001457,-0.008359,0.526162,0.518295,-0.007866,0.024419,-0.001076
superliga-argentina,correct_score,FT,3_0,581,1.0000,0.027834,0.026384,-0.001450,-0.052084,0.139771,0.126903,-0.012868,-0.035500,-0.015290
serie-b-italia,escanteios_exato,FT,eq_15_plus,277,1.0000,0.077099,0.075666,-0.001434,-0.018593,0.295023,0.282898,-0.012125,0.009483,-0.003614
brasileirao-b,correct_score,FT,2_0,310,1.0000,0.082282,0.080850,-0.001432,-0.017401,0.303903,0.295814,-0.008089,-0.038943,-0.006534
ligue-1,escanteios_1x2,HT,home,1510,1.0000,0.240428,0.239021,-0.001407,-0.005850,0.673915,0.671168,-0.002747,0.027958,-0.001601
ligue-1,escanteios_1x2,HT,away,1510,1.0000,0.222677,0.221275,-0.001403,-0.006298,0.636708,0.633896,-0.002813,0.023773,0.003300
ligue-1,margem,FT,home_3,1510,1.0000,0.054792,0.053391,-0.001401,-0.025570,0.217238,0.209252,-0.007986,-0.032739,0.001483
serie-b-italia,asian_handicap,FT,home_plus_1_5,277,1.0000,0.086294,0.084893,-0.001401,-0.016233,0.301713,0.293620,-0.008093,-0.029939,0.009432
serie-b-italia,handicap,FT,home_plus_2,277,1.0000,0.086294,0.084893,-0.001401,-0.016233,0.301713,0.293620,-0.008093,-0.029939,0.009432
serie-b-italia,handicap,FT,away_plus_1,277,1.0000,0.086294,0.084893,-0.001401,-0.016232,0.301713,0.293622,-0.008091,0.029939,-0.009433
serie-b-italia,asian_handicap,FT,away_plus_1_5,277,1.0000,0.086294,0.084893,-0.001401,-0.016232,0.301713,0.293622,-0.008091,0.029939,-0.009433
serie-b-italia,escanteios_1x2,FT,home,277,1.0000,0.244103,0.242708,-0.001395,-0.005717,0.682844,0.680735,-0.002109,-0.002470,-0.005718
premier-league,escanteios_1x2,FT,away,1712,1.0000,0.214903,0.213508,-0.001395,-0.006492,0.619345,0.615247,-0.004098,0.032470,0.007422
serie-b-italia,correct_score,FT,1_1,277,1.0000,0.127180,0.125793,-0.001386,-0.010900,0.424655,0.417183,-0.007472,0.048668,0.023921
la-liga,escanteios_1x2,FT,away,1710,1.0000,0.215614,0.214228,-0.001385,-0.006425,0.621966,0.619705,-0.002261,0.022177,-0.006816
superliga-argentina,gols,HT,over,4648,1.0000,0.139891,0.138507,-0.001384,-0.009891,0.438381,0.428368,-0.010013,0.009457,0.005255
serie-a,chutes_alvo,FT,under,29036,1.0000,0.193956,0.192576,-0.001380,-0.007116,0.571998,0.567875,-0.004124,0.034053,-0.001186
la-liga,correct_score,FT,0_0,1710,1.0000,0.065708,0.064329,-0.001379,-0.020990,0.257241,0.248823,-0.008418,-0.024279,-0.004281
superliga-argentina,gols,HT,under,4648,1.0000,0.139891,0.138513,-0.001378,-0.009849,0.438381,0.433356,-0.005025,-0.009457,-0.005394
ligue-1,gols,HT,over,12080,1.0000,0.165564,0.164189,-0.001375,-0.008306,0.502393,0.496991,-0.005402,0.031500,-0.001603
ligue-1,gols,HT,under,12080,1.0000,0.165564,0.164189,-0.001375,-0.008306,0.502393,0.496991,-0.005402,-0.031500,0.001603
la-liga,1x2,HT,draw,1710,1.0000,0.246385,0.245010,-0.001375,-0.005580,0.686162,0.683019,-0.003144,-0.008242,0.017729
la-liga,dupla,HT,12,1710,1.0000,0.246385,0.245010,-0.001375,-0.005580,0.686162,0.683019,-0.003144,0.008242,-0.017729
la-liga,escanteios,FT,over,34200,1.0000,0.185647,0.184274,-0.001372,-0.007393,0.553334,0.547676,-0.005658,-0.000504,0.001293
la-liga,escanteios,FT,under,34200,1.0000,0.185647,0.184276,-0.001371,-0.007385,0.553334,0.547683,-0.005651,0.000504,-0.001489
serie-b-italia,escanteios_1x2,HT,away,277,1.0000,0.242856,0.241493,-0.001363,-0.005613,0.680674,0.678045,-0.002629,0.062727,0.041603
championship,1x2,HT,away,435,1.0000,0.188397,0.187034,-0.001363,-0.007234,0.572957,0.559700,-0.013257,0.047546,-0.024179
championship,dupla,HT,1x,435,1.0000,0.188397,0.187040,-0.001357,-0.007204,0.572957,0.559728,-0.013229,-0.047546,0.024171
serie-a,chutes_alvo,FT,over,29036,1.0000,0.193956,0.192601,-0.001355,-0.006987,0.571998,0.567930,-0.004068,-0.034053,0.001714
championship,correct_score,FT,1_2,435,1.0000,0.084556,0.083212,-0.001344,-0.015890,0.316822,0.304626,-0.012196,0.038497,0.014586
serie-b-italia,btts_ambos_tempos,FULL,sim,277,1.0000,0.056190,0.054857,-0.001333,-0.023717,0.252685,0.225312,-0.027373,0.021266,0.010139
la-liga-2,htft,FULL,2_2,312,1.0000,0.141549,0.140217,-0.001332,-0.009412,0.473816,0.454178,-0.019637,0.039653,-0.010418
la-liga,gols,2T,over,6840,1.0000,0.157358,0.156032,-0.001325,-0.008423,0.481909,0.479447,-0.002462,-0.022449,0.005197
la-liga,gols,2T,under,6840,1.0000,0.157358,0.156032,-0.001325,-0.008423,0.481909,0.479447,-0.002462,0.022449,-0.005197
brasileirao,asian_total,FT,over,8628,1.0000,0.199243,0.197923,-0.001320,-0.006626,0.587273,0.585349,-0.001924,-0.009317,0.004564
brasileirao,asian_total,FT,under,8628,1.0000,0.199243,0.197923,-0.001320,-0.006626,0.587273,0.585349,-0.001924,0.009317,-0.004564
championship,correct_score,FT,2_1,435,1.0000,0.102134,0.100818,-0.001316,-0.012882,0.367687,0.356617,-0.011070,0.034004,0.024601
brasileirao,chutes,HT,over,23985,1.0000,0.125237,0.123926,-0.001311,-0.010471,0.396519,0.391484,-0.005036,-0.030558,-0.002916
la-liga-2,escanteios_exato,FT,eq_15_plus,312,1.0000,0.069044,0.067744,-0.001301,-0.018837,0.264837,0.258512,-0.006325,0.004953,-0.010140
la-liga,escanteios_1x2,FT,home,1710,1.0000,0.236804,0.235506,-0.001298,-0.005483,0.665896,0.665142,-0.000754,-0.006105,-0.005329
brasileirao-b,gols,HT,over,2480,1.0000,0.143984,0.142695,-0.001288,-0.008947,0.444441,0.438303,-0.006137,0.014190,-0.000844
brasileirao-b,gols,HT,under,2480,1.0000,0.143984,0.142695,-0.001288,-0.008947,0.444441,0.438303,-0.006137,-0.014190,0.000844
brasileirao-b,correct_score,FT,0_1,310,1.0000,0.081152,0.079865,-0.001287,-0.015855,0.315585,0.298357,-0.017228,0.023764,0.013316
brasileirao,chutes,HT,under,23985,1.0000,0.125237,0.123964,-0.001273,-0.010167,0.396519,0.391559,-0.004960,0.030558,0.002974
superliga-argentina,correct_score,FT,2_0,581,1.0000,0.079385,0.078124,-0.001262,-0.015893,0.296901,0.292343,-0.004558,-0.028857,-0.000209
ligue-1,faltas,FT,over,21140,1.0000,0.196781,0.195522,-0.001259,-0.006398,0.579642,0.574832,-0.004810,0.012223,-0.005807
premier-league,gols,HT,over,13696,1.0000,0.166407,0.165150,-0.001258,-0.007557,0.506874,0.499835,-0.007039,0.032827,-0.004971
premier-league,gols,HT,under,13696,1.0000,0.166407,0.165150,-0.001258,-0.007557,0.506874,0.499835,-0.007039,-0.032827,0.004971
ligue-1,correct_score,FT,other_home,1510,1.0000,0.028035,0.026778,-0.001257,-0.044828,0.120375,0.112639,-0.007736,-0.028844,0.007663
bundesliga,correct_score,FT,1_1,1353,1.0000,0.105706,0.104450,-0.001256,-0.011882,0.371632,0.362630,-0.009002,0.031086,0.002885
serie-b-italia,handicap,FT,draw_minus_1,277,1.0000,0.178546,0.177296,-0.001250,-0.007000,0.545628,0.539760,-0.005867,0.007149,-0.000022
serie-b-italia,margem,FT,home_1,277,1.0000,0.178546,0.177296,-0.001250,-0.007000,0.545628,0.539760,-0.005867,0.007149,-0.000022
la-liga,gols,HT,over,13680,1.0000,0.157153,0.155903,-0.001249,-0.007949,0.479943,0.474467,-0.005476,0.025201,-0.000396
la-liga,gols,HT,under,13680,1.0000,0.157153,0.155903,-0.001249,-0.007949,0.479943,0.474467,-0.005476,-0.025201,0.000396
primeira-liga,escanteios_exato,FT,eq_8,205,1.0000,0.077961,0.076716,-0.001246,-0.015977,0.294480,0.289098,-0.005382,-0.036287,-0.026071
ligue-1,asian_total,FT,under,7218,1.0000,0.207138,0.205896,-0.001242,-0.005996,0.604373,0.599864,-0.004509,-0.011316,0.003651
ligue-1,asian_total,FT,over,7218,1.0000,0.207138,0.205896,-0.001242,-0.005996,0.604373,0.599864,-0.004509,0.011316,-0.003651
ligue-1,faltas,FT,under,21140,1.0000,0.196781,0.195552,-0.001229,-0.006243,0.579642,0.574912,-0.004730,-0.012223,0.005736
serie-a,escanteios_1x2,FT,draw,1708,1.0000,0.082134,0.080907,-0.001226,-0.014932,0.305447,0.299863,-0.005584,-0.031607,-0.004883
championship,asian_total,FT,under,2014,1.0000,0.206407,0.205184,-0.001223,-0.005924,0.603976,0.598797,-0.005179,-0.024054,-0.020145
championship,asian_total,FT,over,2014,1.0000,0.206407,0.205184,-0.001223,-0.005924,0.603976,0.598797,-0.005179,0.024054,0.020145
superliga-argentina,gols,2T,over,2324,1.0000,0.144628,0.143408,-0.001220,-0.008437,0.444946,0.439777,-0.005169,-0.027024,0.001687
superliga-argentina,gols,2T,under,2324,1.0000,0.144628,0.143408,-0.001220,-0.008437,0.444946,0.439777,-0.005169,0.027024,-0.001687
superliga-argentina,handicap,FT,draw_minus_2,581,1.0000,0.107927,0.106710,-0.001218,-0.011282,0.373125,0.368946,-0.004178,-0.030851,-0.003196
superliga-argentina,margem,FT,home_2,581,1.0000,0.107927,0.106710,-0.001218,-0.011282,0.373125,0.368946,-0.004178,-0.030851,-0.003196
serie-b-italia,btts_ambos_tempos,FULL,nao,277,1.0000,0.056190,0.054993,-0.001197,-0.021294,0.252685,0.230568,-0.022117,-0.021266,-0.010336
championship,handicap,FT,draw_minus_2,435,1.0000,0.111784,0.110593,-0.001191,-0.010655,0.386654,0.385060,-0.001594,-0.022668,0.009080
championship,margem,FT,home_2,435,1.0000,0.111784,0.110593,-0.001191,-0.010655,0.386654,0.385060,-0.001594,-0.022668,0.009080
la-liga-2,correct_score,FT,1_0,312,1.0000,0.101573,0.100386,-0.001187,-0.011685,0.365571,0.357011,-0.008560,-0.006780,0.003374
championship,chutes,FT,over,13485,1.0000,0.160335,0.159149,-0.001187,-0.007402,0.484340,0.652092,0.167752,-0.011623,0.002209
championship,chutes,FT,under,13485,1.0000,0.160335,0.159149,-0.001187,-0.007402,0.484340,0.652093,0.167752,0.011623,-0.002209
premier-league,asian_total,FT,under,8163,1.0000,0.202598,0.201420,-0.001178,-0.005812,0.592136,0.588914,-0.003222,-0.023841,0.005943
premier-league,asian_total,FT,over,8163,1.0000,0.202598,0.201420,-0.001178,-0.005812,0.592136,0.588914,-0.003222,0.023841,-0.005943
liga-mx,chutes,HT,over,3055,1.0000,0.141125,0.139950,-0.001175,-0.008327,0.453975,0.447071,-0.006904,-0.034820,0.005265
brasileirao-b,asian_handicap,FT,away_plus_2,294,1.0000,0.021457,0.020290,-0.001167,-0.054386,0.153889,0.189466,0.035577,-0.022376,-0.008708
brasileirao-b,asian_handicap,FT,home_plus_2,294,1.0000,0.021457,0.020290,-0.001167,-0.054386,0.153889,0.189475,0.035586,0.022376,0.008707
serie-a,cartoes_1x2,FT,away,1708,1.0000,0.247874,0.246709,-0.001165,-0.004699,0.689116,0.686541,-0.002575,-0.011419,0.002204
liga-mx,chutes,HT,under,3055,1.0000,0.141125,0.139963,-0.001162,-0.008233,0.453975,0.447094,-0.006882,0.034820,-0.005455
serie-b-italia,handicap,FT,draw_minus_2,277,1.0000,0.114517,0.113358,-0.001159,-0.010120,0.391449,0.385219,-0.006230,-0.034891,-0.001068
serie-b-italia,margem,FT,home_2,277,1.0000,0.114517,0.113358,-0.001159,-0.010120,0.391449,0.385219,-0.006230,-0.034891,-0.001068
superliga-argentina,correct_score,HT,1_0,581,1.0000,0.180613,0.179455,-0.001158,-0.006410,0.550575,0.547523,-0.003052,0.002798,0.026356
superliga-argentina,correct_score,HT,1_1,581,1.0000,0.074909,0.073759,-0.001150,-0.015353,0.315769,0.281471,-0.034298,0.020387,-0.018830
la-liga,faltas,FT,over,23940,1.0000,0.183617,0.182471,-0.001147,-0.006245,0.546323,0.542050,-0.004272,-0.025856,0.000323
la-liga,dupla,FT,12,1710,1.0000,0.189870,0.188727,-0.001143,-0.006022,0.566905,0.563159,-0.003747,-0.020798,0.004652
la-liga,1x2,FT,draw,1710,1.0000,0.189870,0.188727,-0.001143,-0.006022,0.566905,0.563159,-0.003747,0.020798,-0.004652
la-liga,margem,FT,draw,1710,1.0000,0.189870,0.188727,-0.001143,-0.006022,0.566905,0.563159,-0.003747,0.020798,-0.004652
la-liga,faltas,FT,under,23940,1.0000,0.183617,0.182475,-0.001143,-0.006224,0.546323,0.542061,-0.004261,0.025856,-0.000412
la-liga,correct_score,HT,1_0,1710,1.0000,0.162106,0.160971,-0.001135,-0.007004,0.504767,0.501599,-0.003169,-0.027280,-0.005216
primeira-liga,htft,FULL,x_1,205,1.0000,0.127070,0.125946,-0.001123,-0.008840,0.419566,0.418201,-0.001365,-0.017229,0.016836
premier-league,handicap,FT,away_plus_2,1712,1.0000,0.061852,0.060733,-0.001119,-0.018092,0.245254,0.227140,-0.018113,0.031420,0.010568
