liga,family,period,prob_bin,bin_lo,bin_hi,n,mean_pred,observed_freq,gap
serie-a,cartoes_1x2,FT,5,0.50,0.60,355,0.511832,0.535211,0.023379
serie-a,chutes,FT,0,0.00,0.10,1079,0.075450,0.086191,0.010741
serie-a,chutes,FT,1,0.10,0.20,5257,0.152604,0.149325,-0.003279
serie-a,chutes,FT,2,0.20,0.30,11549,0.240571,0.239674,-0.000897
serie-a,chutes,FT,3,0.30,0.40,11990,0.351779,0.348874,-0.002905
serie-a,chutes,FT,4,0.40,0.50,9622,0.451578,0.448971,-0.002607
serie-a,chutes,FT,5,0.50,0.60,9651,0.547215,0.550927,0.003712
serie-a,chutes,FT,6,0.60,0.70,11758,0.647548,0.650536,0.002987
serie-a,chutes,FT,7,0.70,0.80,11794,0.758529,0.758606,0.000077
serie-a,chutes,FT,8,0.80,0.90,5249,0.847160,0.850829,0.003669
serie-a,chutes,FT,9,0.90,1.00,1079,0.924550,0.913809,-0.010741
serie-a,chutes,HT,0,0.00,0.10,246,0.066296,0.060976,-0.005321
serie-a,chutes,HT,1,0.10,0.20,1612,0.152797,0.151365,-0.001432
serie-a,chutes,HT,2,0.20,0.30,5386,0.244568,0.247308,0.002740
serie-a,chutes,HT,3,0.30,0.40,8021,0.350508,0.348710,-0.001798
serie-a,chutes,HT,4,0.40,0.50,7069,0.452651,0.456500,0.003850
serie-a,chutes,HT,5,0.50,0.60,6623,0.544836,0.537370,-0.007466
serie-a,chutes,HT,6,0.60,0.70,8467,0.646844,0.650407,0.003563
serie-a,chutes,HT,7,0.70,0.80,5389,0.754237,0.752644,-0.001593
serie-a,chutes,HT,8,0.80,0.90,1609,0.847405,0.848975,0.001569
serie-a,chutes,HT,9,0.90,1.00,246,0.933704,0.939024,0.005321
serie-a,chutes_1x2,FT,0,0.00,0.10,1792,0.045769,0.052455,0.006686
serie-a,chutes_1x2,FT,1,0.10,0.20,227,0.155202,0.105727,-0.049476
serie-a,chutes_1x2,FT,2,0.20,0.30,358,0.245096,0.273743,0.028647
serie-a,chutes_1x2,FT,3,0.30,0.40,600,0.335872,0.310000,-0.025872
serie-a,chutes_1x2,FT,4,0.40,0.50,525,0.427762,0.445714,0.017952
serie-a,chutes_1x2,FT,5,0.50,0.60,549,0.540952,0.511840,-0.029112
serie-a,chutes_1x2,FT,6,0.60,0.70,570,0.644658,0.678947,0.034290
serie-a,chutes_1x2,FT,7,0.70,0.80,325,0.741451,0.729231,-0.012220
serie-a,chutes_1x2,FT,8,0.80,0.90,154,0.840135,0.831169,-0.008966
serie-a,chutes_1x2,FT,9,0.90,1.00,54,0.943107,0.907407,-0.035700
serie-a,chutes_1x2,HT,0,0.00,0.10,1779,0.080995,0.104553,0.023558
serie-a,chutes_1x2,HT,1,0.10,0.20,248,0.155211,0.133065,-0.022146
serie-a,chutes_1x2,HT,2,0.20,0.30,381,0.256967,0.265092,0.008125
serie-a,chutes_1x2,HT,3,0.30,0.40,715,0.349099,0.363636,0.014537
serie-a,chutes_1x2,HT,4,0.40,0.50,543,0.447473,0.425414,-0.022059
serie-a,chutes_1x2,HT,5,0.50,0.60,778,0.555248,0.517995,-0.037253
serie-a,chutes_1x2,HT,6,0.60,0.70,280,0.644489,0.632143,-0.012346
serie-a,chutes_1x2,HT,7,0.70,0.80,304,0.742125,0.736842,-0.005282
serie-a,chutes_1x2,HT,8,0.80,0.90,115,0.835760,0.817391,-0.018368
serie-a,chutes_1x2,HT,9,0.90,1.00,11,0.937202,0.818182,-0.119020
serie-a,chutes_alvo,FT,0,0.00,0.10,1579,0.072560,0.080431,0.007871
serie-a,chutes_alvo,FT,1,0.10,0.20,5740,0.149549,0.151568,0.002019
serie-a,chutes_alvo,FT,2,0.20,0.30,9333,0.257757,0.260259,0.002502
serie-a,chutes_alvo,FT,3,0.30,0.40,5140,0.352538,0.358366,0.005828
serie-a,chutes_alvo,FT,4,0.40,0.50,7404,0.436371,0.435305,-0.001065
serie-a,chutes_alvo,FT,5,0.50,0.60,7332,0.563359,0.562739,-0.000620
serie-a,chutes_alvo,FT,6,0.60,0.70,5232,0.646655,0.642775,-0.003879
serie-a,chutes_alvo,FT,7,0.70,0.80,9333,0.742719,0.739741,-0.002978
serie-a,chutes_alvo,FT,8,0.80,0.90,5737,0.851759,0.848353,-0.003406
serie-a,chutes_alvo,FT,9,0.90,1.00,1582,0.927405,0.919722,-0.007683
serie-a,chutes_alvo,HT,0,0.00,0.10,634,0.063757,0.119874,0.056117
serie-a,chutes_alvo,HT,1,0.10,0.20,7545,0.156744,0.156395,-0.000349
serie-a,chutes_alvo,HT,2,0.20,0.30,4512,0.263926,0.264849,0.000924
serie-a,chutes_alvo,HT,3,0.30,0.40,3013,0.336017,0.337205,0.001189
serie-a,chutes_alvo,HT,4,0.40,0.50,4912,0.464018,0.468037,0.004019
serie-a,chutes_alvo,HT,5,0.50,0.60,4920,0.536151,0.531707,-0.004444
serie-a,chutes_alvo,HT,6,0.60,0.70,3001,0.664183,0.663446,-0.000738
serie-a,chutes_alvo,HT,7,0.70,0.80,4516,0.736179,0.735164,-0.001015
serie-a,chutes_alvo,HT,8,0.80,0.90,7431,0.842817,0.843090,0.000272
serie-a,chutes_alvo,HT,9,0.90,1.00,748,0.966959,0.879679,-0.087279
serie-a,chutes_alvo_1x2,FT,1,0.10,0.20,1718,0.118622,0.115832,-0.002790
serie-a,chutes_alvo_1x2,FT,3,0.30,0.40,1718,0.336632,0.370198,0.033566
serie-a,chutes_alvo_1x2,FT,5,0.50,0.60,1718,0.543729,0.513970,-0.029760
serie-a,chutes_alvo_1x2,HT,1,0.10,0.20,1718,0.187991,0.187427,-0.000564
serie-a,chutes_alvo_1x2,HT,3,0.30,0.40,1718,0.327917,0.353900,0.025983
serie-a,chutes_alvo_1x2,HT,4,0.40,0.50,1718,0.480081,0.458673,-0.021408
serie-a,dupla,FT,0,0.00,0.10,4,0.022669,0.500000,0.477331
serie-a,dupla,FT,1,0.10,0.20,3,0.157356,0.333333,0.175978
serie-a,dupla,FT,2,0.20,0.30,44,0.244590,0.340909,0.096319
serie-a,dupla,FT,3,0.30,0.40,240,0.355747,0.345833,-0.009913
serie-a,dupla,FT,4,0.40,0.50,487,0.450078,0.422998,-0.027080
serie-a,dupla,FT,5,0.50,0.60,769,0.562315,0.560468,-0.001847
serie-a,dupla,FT,6,0.60,0.70,752,0.658409,0.678191,0.019782
serie-a,dupla,FT,7,0.70,0.80,2204,0.742099,0.740472,-0.001627
serie-a,dupla,FT,8,0.80,0.90,644,0.835006,0.854037,0.019031
serie-a,dupla,FT,9,0.90,1.00,7,0.924844,0.857143,-0.067701
serie-a,dupla,HT,0,0.00,0.10,1,0.000000,0.000000,0.000000
serie-a,dupla,HT,1,0.10,0.20,2,0.109252,1.000000,0.890748
serie-a,dupla,HT,2,0.20,0.30,2,0.235365,0.500000,0.264635
serie-a,dupla,HT,3,0.30,0.40,13,0.384165,0.384615,0.000450
serie-a,dupla,HT,4,0.40,0.50,121,0.470884,0.413223,-0.057661
serie-a,dupla,HT,5,0.50,0.60,1585,0.566959,0.565300,-0.001659
serie-a,dupla,HT,6,0.60,0.70,1503,0.639326,0.629408,-0.009918
serie-a,dupla,HT,7,0.70,0.80,1170,0.748155,0.767521,0.019367
serie-a,dupla,HT,8,0.80,0.90,749,0.827264,0.841121,0.013857
serie-a,dupla,HT,9,0.90,1.00,8,0.938317,1.000000,0.061683
serie-a,escanteios,FT,0,0.00,0.10,1866,0.081873,0.085209,0.003336
serie-a,escanteios,FT,1,0.10,0.20,7048,0.146173,0.139756,-0.006417
serie-a,escanteios,FT,2,0.20,0.30,8786,0.245530,0.246415,0.000884
serie-a,escanteios,FT,3,0.30,0.40,9181,0.348522,0.350942,0.002420
serie-a,escanteios,FT,4,0.40,0.50,7913,0.464938,0.458107,-0.006831
serie-a,escanteios,FT,5,0.50,0.60,7039,0.539020,0.546669,0.007648
serie-a,escanteios,FT,6,0.60,0.70,9199,0.651589,0.649310,-0.002279
serie-a,escanteios,FT,7,0.70,0.80,8778,0.754358,0.753930,-0.000428
serie-a,escanteios,FT,8,0.80,0.90,7052,0.853960,0.860182,0.006222
serie-a,escanteios,FT,9,0.90,1.00,1858,0.918146,0.914424,-0.003722
serie-a,escanteios,HT,0,0.00,0.10,1576,0.074569,0.081218,0.006649
serie-a,escanteios,HT,1,0.10,0.20,6962,0.148420,0.150962,0.002543
serie-a,escanteios,HT,2,0.20,0.30,7180,0.237890,0.236072,-0.001817
serie-a,escanteios,HT,3,0.30,0.40,5589,0.362005,0.366792,0.004787
serie-a,escanteios,HT,4,0.40,0.50,4465,0.438991,0.435610,-0.003381
serie-a,escanteios,HT,5,0.50,0.60,4481,0.561121,0.565499,0.004378
serie-a,escanteios,HT,6,0.60,0.70,5567,0.637974,0.633016,-0.004958
serie-a,escanteios,HT,7,0.70,0.80,7253,0.763182,0.764235,0.001054
serie-a,escanteios,HT,8,0.80,0.90,6894,0.852370,0.849289,-0.003081
serie-a,escanteios,HT,9,0.90,1.00,1573,0.925807,0.918627,-0.007181
serie-a,escanteios_1x2,FT,0,0.00,0.10,1068,0.085898,0.086142,0.000245
serie-a,escanteios_1x2,FT,1,0.10,0.20,756,0.116811,0.100529,-0.016282
serie-a,escanteios_1x2,FT,2,0.20,0.30,387,0.256924,0.217054,-0.039869
serie-a,escanteios_1x2,FT,3,0.30,0.40,669,0.346807,0.372197,0.025390
serie-a,escanteios_1x2,FT,4,0.40,0.50,1130,0.451679,0.460177,0.008498
serie-a,escanteios_1x2,FT,5,0.50,0.60,603,0.549834,0.514096,-0.035737
serie-a,escanteios_1x2,FT,6,0.60,0.70,376,0.647809,0.688830,0.041021
serie-a,escanteios_1x2,FT,7,0.70,0.80,154,0.726321,0.772727,0.046407
serie-a,escanteios_1x2,FT,8,0.80,0.90,8,0.818065,0.750000,-0.068065
serie-a,escanteios_1x2,FT,9,0.90,1.00,3,0.946740,1.000000,0.053260
serie-a,escanteios_1x2,HT,0,0.00,0.10,10,0.076081,0.000000,-0.076081
serie-a,escanteios_1x2,HT,1,0.10,0.20,1758,0.149563,0.157565,0.008002
serie-a,escanteios_1x2,HT,2,0.20,0.30,411,0.251448,0.226277,-0.025171
serie-a,escanteios_1x2,HT,3,0.30,0.40,688,0.337599,0.367733,0.030134
serie-a,escanteios_1x2,HT,4,0.40,0.50,1500,0.436670,0.420000,-0.016670
serie-a,escanteios_1x2,HT,5,0.50,0.60,466,0.548720,0.542918,-0.005802
serie-a,escanteios_1x2,HT,6,0.60,0.70,298,0.633574,0.647651,0.014077
serie-a,escanteios_1x2,HT,7,0.70,0.80,18,0.734968,0.777778,0.042809
serie-a,escanteios_1x2,HT,8,0.80,0.90,5,0.855103,1.000000,0.144897
serie-a,escanteios_handicap,FT,0,0.00,0.10,1290,0.066610,0.051163,-0.015447
serie-a,escanteios_handicap,FT,1,0.10,0.20,4322,0.149723,0.138593,-0.011129
serie-a,escanteios_handicap,FT,2,0.20,0.30,3622,0.245005,0.244616,-0.000389
serie-a,escanteios_handicap,FT,3,0.30,0.40,2724,0.347426,0.354993,0.007566
serie-a,escanteios_handicap,FT,4,0.40,0.50,1726,0.442846,0.441483,-0.001363
serie-a,escanteios_handicap,FT,5,0.50,0.60,2080,0.550917,0.558173,0.007256
serie-a,escanteios_handicap,FT,6,0.60,0.70,2754,0.654095,0.653958,-0.000137
serie-a,escanteios_handicap,FT,7,0.70,0.80,3361,0.754239,0.766439,0.012199
serie-a,escanteios_handicap,FT,8,0.80,0.90,3912,0.848811,0.853016,0.004205
serie-a,escanteios_handicap,FT,9,0.90,1.00,1697,0.934665,0.936358,0.001694
serie-a,escanteios_handicap,HT,0,0.00,0.10,561,0.074197,0.055258,-0.018938
serie-a,escanteios_handicap,HT,1,0.10,0.20,2687,0.151063,0.135467,-0.015596
serie-a,escanteios_handicap,HT,2,0.20,0.30,2197,0.256678,0.242148,-0.014530
serie-a,escanteios_handicap,HT,3,0.30,0.40,995,0.337493,0.345729,0.008236
serie-a,escanteios_handicap,HT,4,0.40,0.50,428,0.445195,0.460280,0.015085
serie-a,escanteios_handicap,HT,5,0.50,0.60,422,0.542697,0.535545,-0.007152
serie-a,escanteios_handicap,HT,6,0.60,0.70,1094,0.650559,0.671846,0.021287
serie-a,escanteios_handicap,HT,7,0.70,0.80,2239,0.744190,0.755248,0.011058
serie-a,escanteios_handicap,HT,8,0.80,0.90,2175,0.846901,0.861609,0.014709
serie-a,escanteios_handicap,HT,9,0.90,1.00,946,0.924538,0.928118,0.003581
serie-a,escanteios_oddeven,FT,0,0.00,0.10,1,0.000000,0.000000,0.000000
serie-a,escanteios_oddeven,FT,3,0.30,0.40,1,0.370976,1.000000,0.629024
serie-a,escanteios_oddeven,FT,4,0.40,0.50,1716,0.484040,0.483100,-0.000940
serie-a,escanteios_oddeven,FT,5,0.50,0.60,1708,0.512144,0.516979,0.004835
serie-a,escanteios_oddeven,FT,6,0.60,0.70,9,0.643619,0.444444,-0.199175
serie-a,escanteios_oddeven,FT,9,0.90,1.00,1,1.000000,1.000000,0.000000
serie-a,escanteios_oddeven,HT,3,0.30,0.40,2,0.372713,0.000000,-0.372713
serie-a,escanteios_oddeven,HT,4,0.40,0.50,1713,0.494255,0.517221,0.022967
serie-a,escanteios_oddeven,HT,5,0.50,0.60,1719,0.505945,0.482839,-0.023106
serie-a,escanteios_oddeven,HT,6,0.60,0.70,2,0.627287,1.000000,0.372713
serie-a,faltas,FT,0,0.00,0.10,2272,0.080169,0.082746,0.002577
serie-a,faltas,FT,1,0.10,0.20,4066,0.141097,0.139695,-0.001402
serie-a,faltas,FT,2,0.20,0.30,6204,0.254927,0.256286,0.001359
serie-a,faltas,FT,3,0.30,0.40,5936,0.358144,0.358659,0.000515
serie-a,faltas,FT,4,0.40,0.50,5574,0.451893,0.456405,0.004512
serie-a,faltas,FT,5,0.50,0.60,5579,0.547586,0.544004,-0.003582
serie-a,faltas,FT,6,0.60,0.70,5869,0.638724,0.640314,0.001589
serie-a,faltas,FT,7,0.70,0.80,6266,0.745529,0.743696,-0.001833
serie-a,faltas,FT,8,0.80,0.90,4066,0.857842,0.859813,0.001971
serie-a,faltas,FT,9,0.90,1.00,2272,0.919831,0.917254,-0.002577
serie-a,gols,2T,0,0.00,0.10,1479,0.052415,0.057471,0.005057
serie-a,gols,2T,1,0.10,0.20,1761,0.142666,0.146508,0.003842
serie-a,gols,2T,2,0.20,0.30,1818,0.239513,0.233223,-0.006290
serie-a,gols,2T,3,0.30,0.40,856,0.370915,0.371495,0.000581
serie-a,gols,2T,4,0.40,0.50,958,0.433647,0.434238,0.000591
serie-a,gols,2T,5,0.50,0.60,958,0.566353,0.565762,-0.000591
serie-a,gols,2T,6,0.60,0.70,856,0.629085,0.628505,-0.000581
serie-a,gols,2T,7,0.70,0.80,1818,0.760487,0.766777,0.006290
serie-a,gols,2T,8,0.80,0.90,1761,0.857334,0.853492,-0.003842
serie-a,gols,2T,9,0.90,1.00,1479,0.947585,0.942529,-0.005057
serie-a,gols,FT,0,0.00,0.10,11478,0.044863,0.046088,0.001226
serie-a,gols,FT,1,0.10,0.20,4779,0.145521,0.149822,0.004301
serie-a,gols,FT,2,0.20,0.30,4595,0.247686,0.250490,0.002803
serie-a,gols,FT,3,0.30,0.40,3723,0.351344,0.354821,0.003477
serie-a,gols,FT,4,0.40,0.50,2911,0.450818,0.447269,-0.003549
serie-a,gols,FT,5,0.50,0.60,2915,0.549114,0.552659,0.003544
serie-a,gols,FT,6,0.60,0.70,3723,0.648656,0.645179,-0.003477
serie-a,gols,FT,7,0.70,0.80,4595,0.752314,0.749510,-0.002803
serie-a,gols,FT,8,0.80,0.90,4779,0.854479,0.850178,-0.004301
serie-a,gols,FT,9,0.90,1.00,11478,0.955182,0.953912,-0.001270
serie-a,gols,HT,0,0.00,0.10,4625,0.056284,0.058162,0.001878
serie-a,gols,HT,1,0.10,0.20,1710,0.145071,0.146784,0.001712
serie-a,gols,HT,2,0.20,0.30,1933,0.244361,0.246767,0.002406
serie-a,gols,HT,3,0.30,0.40,3698,0.341342,0.340995,-0.000347
serie-a,gols,HT,4,0.40,0.50,1768,0.457802,0.451357,-0.006444
serie-a,gols,HT,5,0.50,0.60,1788,0.541726,0.548098,0.006372
serie-a,gols,HT,6,0.60,0.70,3698,0.658658,0.659005,0.000347
serie-a,gols,HT,7,0.70,0.80,1933,0.755639,0.753233,-0.002406
serie-a,gols,HT,8,0.80,0.90,1710,0.854929,0.853216,-0.001712
serie-a,gols,HT,9,0.90,1.00,4625,0.943716,0.941838,-0.001878
serie-a,gols_oddeven,FT,0,0.00,0.10,1,0.041099,1.000000,0.958901
serie-a,gols_oddeven,FT,4,0.40,0.50,1346,0.494549,0.497771,0.003222
serie-a,gols_oddeven,FT,5,0.50,0.60,2088,0.503514,0.501437,-0.002077
serie-a,gols_oddeven,FT,9,0.90,1.00,1,0.958901,0.000000,-0.958901
serie-a,gols_oddeven,HT,0,0.00,0.10,2,0.000000,0.000000,0.000000
serie-a,gols_oddeven,HT,2,0.20,0.30,2,0.276752,0.500000,0.223248
serie-a,gols_oddeven,HT,3,0.30,0.40,3,0.343845,0.333333,-0.010512
serie-a,gols_oddeven,HT,4,0.40,0.50,1711,0.463651,0.447691,-0.015960
serie-a,gols_oddeven,HT,5,0.50,0.60,1711,0.536349,0.552309,0.015960
serie-a,gols_oddeven,HT,6,0.60,0.70,3,0.656155,0.666667,0.010512
serie-a,gols_oddeven,HT,7,0.70,0.80,2,0.723248,0.500000,-0.223248
serie-a,gols_oddeven,HT,9,0.90,1.00,2,1.000000,1.000000,0.000000
serie-a,impedimentos,FT,0,0.00,0.10,26,0.051996,0.230769,0.178773
serie-a,impedimentos,FT,1,0.10,0.20,3444,0.180821,0.186121,0.005300
serie-a,impedimentos,FT,2,0.20,0.30,6120,0.246230,0.246242,0.000012
serie-a,impedimentos,FT,3,0.30,0.40,2694,0.364081,0.364514,0.000433
serie-a,impedimentos,FT,4,0.40,0.50,4896,0.445357,0.445466,0.000109
serie-a,impedimentos,FT,5,0.50,0.60,4897,0.555125,0.554625,-0.000500
serie-a,impedimentos,FT,6,0.60,0.70,2693,0.635791,0.635351,-0.000440
serie-a,impedimentos,FT,7,0.70,0.80,6112,0.754201,0.753927,-0.000274
serie-a,impedimentos,FT,8,0.80,0.90,3452,0.819960,0.813441,-0.006518
serie-a,impedimentos,FT,9,0.90,1.00,26,0.948607,0.769231,-0.179376
serie-b-italia,1x2,FT,0,0.00,0.10,9,0.075277,0.111111,0.035834
serie-b-italia,1x2,FT,1,0.10,0.20,126,0.159660,0.214286,0.054626
serie-b-italia,1x2,FT,2,0.20,0.30,322,0.255955,0.282609,0.026653
serie-b-italia,1x2,FT,3,0.30,0.40,143,0.341422,0.314685,-0.026737
serie-b-italia,1x2,FT,4,0.40,0.50,110,0.437776,0.400000,-0.037776
serie-b-italia,1x2,FT,5,0.50,0.60,78,0.550162,0.487179,-0.062982
serie-b-italia,1x2,FT,6,0.60,0.70,37,0.647688,0.567568,-0.080121
serie-b-italia,1x2,FT,7,0.70,0.80,14,0.752175,0.857143,0.104968
serie-b-italia,1x2,FT,8,0.80,0.90,1,0.853710,1.000000,0.146290
serie-b-italia,1x2,HT,0,0.00,0.10,1,0.093351,0.000000,-0.093351
serie-b-italia,1x2,HT,1,0.10,0.20,139,0.163119,0.201439,0.038320
serie-b-italia,1x2,HT,2,0.20,0.30,197,0.251258,0.208122,-0.043136
serie-b-italia,1x2,HT,3,0.30,0.40,228,0.361628,0.394737,0.033109
serie-b-italia,1x2,HT,4,0.40,0.50,257,0.442212,0.428016,-0.014196
serie-b-italia,1x2,HT,5,0.50,0.60,14,0.534850,0.571429,0.036579
serie-b-italia,1x2,HT,6,0.60,0.70,4,0.618438,0.750000,0.131562
serie-b-italia,btts,FT,3,0.30,0.40,13,0.375857,0.461538,0.085682
serie-b-italia,btts,FT,4,0.40,0.50,267,0.469375,0.494382,0.025007
serie-b-italia,btts,FT,5,0.50,0.60,267,0.530625,0.505618,-0.025007
serie-b-italia,btts,FT,6,0.60,0.70,13,0.624143,0.538462,-0.085682
serie-b-italia,btts,HT,1,0.10,0.20,197,0.178143,0.187817,0.009674
serie-b-italia,btts,HT,2,0.20,0.30,82,0.219491,0.195122,-0.024369
serie-b-italia,btts,HT,3,0.30,0.40,1,0.303883,1.000000,0.696117
serie-b-italia,btts,HT,6,0.60,0.70,1,0.696117,0.000000,-0.696117
serie-b-italia,btts,HT,7,0.70,0.80,82,0.780509,0.804878,0.024369
serie-b-italia,btts,HT,8,0.80,0.90,197,0.821802,0.812183,-0.009619
serie-b-italia,cartoes,FT,0,0.00,0.10,621,0.071305,0.061192,-0.010114
serie-b-italia,cartoes,FT,1,0.10,0.20,947,0.148930,0.159451,0.010521
serie-b-italia,cartoes,FT,2,0.20,0.30,1083,0.251006,0.258541,0.007535
serie-b-italia,cartoes,FT,3,0.30,0.40,756,0.350484,0.334656,-0.015828
serie-b-italia,cartoes,FT,4,0.40,0.50,798,0.451488,0.474937,0.023449
serie-b-italia,cartoes,FT,5,0.50,0.60,777,0.547971,0.523810,-0.024161
serie-b-italia,cartoes,FT,6,0.60,0.70,770,0.649365,0.663636,0.014272
serie-b-italia,cartoes,FT,7,0.70,0.80,1075,0.748827,0.744186,-0.004641
serie-b-italia,cartoes,FT,8,0.80,0.90,953,0.850325,0.838405,-0.011919
serie-b-italia,cartoes,FT,9,0.90,1.00,620,0.929299,0.938710,0.009411
serie-b-italia,cartoes,HT,0,0.00,0.10,104,0.085300,0.134615,0.049315
serie-b-italia,cartoes,HT,1,0.10,0.20,505,0.161259,0.170297,0.009038
serie-b-italia,cartoes,HT,2,0.20,0.30,771,0.232731,0.214008,-0.018723
serie-b-italia,cartoes,HT,3,0.30,0.40,164,0.369933,0.371951,0.002018
serie-b-italia,cartoes,HT,4,0.40,0.50,689,0.455029,0.470247,0.015218
serie-b-italia,cartoes,HT,5,0.50,0.60,685,0.542372,0.525547,-0.016824
serie-b-italia,cartoes,HT,6,0.60,0.70,183,0.630170,0.633880,0.003710
serie-b-italia,cartoes,HT,7,0.70,0.80,772,0.767394,0.784974,0.017580
serie-b-italia,cartoes,HT,8,0.80,0.90,504,0.838501,0.829365,-0.009136
serie-b-italia,cartoes,HT,9,0.90,1.00,103,0.914555,0.873786,-0.040769
serie-b-italia,cartoes_1x2,FT,1,0.10,0.20,111,0.195529,0.198198,0.002669
serie-b-italia,cartoes_1x2,FT,2,0.20,0.30,261,0.235292,0.226054,-0.009238
serie-b-italia,cartoes_1x2,FT,3,0.30,0.40,197,0.355126,0.324873,-0.030253
serie-b-italia,cartoes_1x2,FT,4,0.40,0.50,215,0.443877,0.493023,0.049146
serie-b-italia,cartoes_1x2,FT,5,0.50,0.60,56,0.511369,0.517857,0.006488
serie-b-italia,chutes,FT,0,0.00,0.10,322,0.077493,0.090062,0.012570
serie-b-italia,chutes,FT,1,0.10,0.20,1131,0.157887,0.156499,-0.001388
serie-b-italia,chutes,FT,2,0.20,0.30,1522,0.250189,0.261498,0.011309
serie-b-italia,chutes,FT,3,0.30,0.40,1852,0.352865,0.365011,0.012146
serie-b-italia,chutes,FT,4,0.40,0.50,1612,0.455185,0.453474,-0.001711
serie-b-italia,chutes,FT,5,0.50,0.60,1565,0.543192,0.541214,-0.001978
serie-b-italia,chutes,FT,6,0.60,0.70,1899,0.646063,0.637704,-0.008359
serie-b-italia,chutes,FT,7,0.70,0.80,1569,0.750857,0.736138,-0.014720
serie-b-italia,chutes,FT,8,0.80,0.90,1090,0.843585,0.850459,0.006873
serie-b-italia,chutes,FT,9,0.90,1.00,318,0.922783,0.908805,-0.013978
serie-b-italia,chutes,HT,0,0.00,0.10,32,0.074349,0.000000,-0.074349
serie-b-italia,chutes,HT,1,0.10,0.20,479,0.154445,0.131524,-0.022921
serie-b-italia,chutes,HT,2,0.20,0.30,923,0.252924,0.244854,-0.008070
serie-b-italia,chutes,HT,3,0.30,0.40,1059,0.351036,0.353163,0.002128
serie-b-italia,chutes,HT,4,0.40,0.50,1144,0.451492,0.454545,0.003054
serie-b-italia,chutes,HT,5,0.50,0.60,1148,0.548747,0.544425,-0.004322
serie-b-italia,chutes,HT,6,0.60,0.70,1064,0.649058,0.648496,-0.000562
serie-b-italia,chutes,HT,7,0.70,0.80,918,0.747088,0.754902,0.007814
serie-b-italia,chutes,HT,8,0.80,0.90,481,0.845479,0.866944,0.021465
serie-b-italia,chutes,HT,9,0.90,1.00,32,0.925651,1.000000,0.074349
serie-b-italia,chutes_1x2,FT,0,0.00,0.10,297,0.045537,0.060606,0.015069
serie-b-italia,chutes_1x2,FT,1,0.10,0.20,37,0.163292,0.324324,0.161032
serie-b-italia,chutes_1x2,FT,2,0.20,0.30,59,0.250478,0.322034,0.071556
serie-b-italia,chutes_1x2,FT,3,0.30,0.40,108,0.339385,0.333333,-0.006052
serie-b-italia,chutes_1x2,FT,4,0.40,0.50,72,0.432698,0.444444,0.011747
serie-b-italia,chutes_1x2,FT,5,0.50,0.60,76,0.546833,0.500000,-0.046833
serie-b-italia,chutes_1x2,FT,6,0.60,0.70,106,0.643836,0.566038,-0.077798
serie-b-italia,chutes_1x2,FT,7,0.70,0.80,51,0.746701,0.764706,0.018005
serie-b-italia,chutes_1x2,FT,8,0.80,0.90,20,0.843062,0.600000,-0.243062
serie-b-italia,chutes_1x2,FT,9,0.90,1.00,14,0.949431,1.000000,0.050569
serie-b-italia,chutes_1x2,HT,0,0.00,0.10,295,0.079372,0.067797,-0.011575
serie-b-italia,chutes_1x2,HT,1,0.10,0.20,40,0.161290,0.175000,0.013710
serie-b-italia,chutes_1x2,HT,2,0.20,0.30,61,0.261613,0.327869,0.066256
serie-b-italia,chutes_1x2,HT,3,0.30,0.40,119,0.348538,0.344538,-0.004000
serie-b-italia,chutes_1x2,HT,4,0.40,0.50,82,0.450020,0.475610,0.025590
serie-b-italia,chutes_1x2,HT,5,0.50,0.60,120,0.558079,0.558333,0.000254
serie-b-italia,chutes_1x2,HT,6,0.60,0.70,51,0.638982,0.588235,-0.050747
serie-b-italia,chutes_1x2,HT,7,0.70,0.80,50,0.741171,0.720000,-0.021171
serie-b-italia,chutes_1x2,HT,8,0.80,0.90,17,0.832046,0.941176,0.109130
serie-b-italia,chutes_1x2,HT,9,0.90,1.00,5,0.916432,0.800000,-0.116432
serie-b-italia,chutes_alvo,FT,0,0.00,0.10,179,0.093813,0.106145,0.012332
serie-b-italia,chutes_alvo,FT,1,0.10,0.20,941,0.151127,0.165781,0.014654
serie-b-italia,chutes_alvo,FT,2,0.20,0.30,1631,0.253430,0.251993,-0.001437
serie-b-italia,chutes_alvo,FT,3,0.30,0.40,447,0.345058,0.369128,0.024069
serie-b-italia,chutes_alvo,FT,4,0.40,0.50,1562,0.423501,0.425736,0.002235
serie-b-italia,chutes_alvo,FT,5,0.50,0.60,1562,0.576700,0.574264,-0.002436
serie-b-italia,chutes_alvo,FT,6,0.60,0.70,447,0.654842,0.630872,-0.023970
serie-b-italia,chutes_alvo,FT,7,0.70,0.80,1623,0.746483,0.749230,0.002747
serie-b-italia,chutes_alvo,FT,8,0.80,0.90,949,0.848406,0.831401,-0.017005
serie-b-italia,chutes_alvo,FT,9,0.90,1.00,179,0.906187,0.893855,-0.012332
serie-b-italia,chutes_alvo,HT,1,0.10,0.20,1400,0.155953,0.162143,0.006190
serie-b-italia,chutes_alvo,HT,2,0.20,0.30,759,0.289152,0.295125,0.005973
serie-b-italia,chutes_alvo,HT,3,0.30,0.40,361,0.309556,0.324100,0.014543
serie-b-italia,chutes_alvo,HT,4,0.40,0.50,840,0.458658,0.465476,0.006818
