idx,market_key,family,scope,period,direction,line,run_0010_market_odd,run_0010_edge_pct,run_0010_certified,audit_status,before_run_odd,before_run_criado_em,latest_odd,latest_criado_em,latest_mercado,latest_selecao,latest_linha,global_matches_with_same_market_key,global_quotes_with_same_market_key,audit_comment
725,cartoes_home_ht_over_0_5,cartoes,home,HT,over,0.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
726,cartoes_home_ht_under_0_5,cartoes,home,HT,under,0.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
727,cartoes_home_ht_over_1_5,cartoes,home,HT,over,1.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
728,cartoes_home_ht_under_1_5,cartoes,home,HT,under,1.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
729,cartoes_away_ht_over_0_5,cartoes,away,HT,over,0.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
730,cartoes_away_ht_under_0_5,cartoes,away,HT,under,0.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
731,cartoes_away_ht_over_1_5,cartoes,away,HT,over,1.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
732,cartoes_away_ht_under_1_5,cartoes,away,HT,under,1.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
733,faltas_total_ft_over_17_5,faltas,total,FT,over,17.5,,,False,ODD_ENTROU_APOS_RUN_0010,,,1.35,2026-05-19 20:03:04,Total de Faltas,Mais de 17.5,17.5,2,15,Nao havia odd exacta no horario do RUN; a linha apareceu em snapshot posterior.
734,faltas_total_ft_under_17_5,faltas,total,FT,under,17.5,,,False,ODD_ENTROU_APOS_RUN_0010,,,2.95,2026-05-19 20:03:04,Total de Faltas,Menos de 17.5,17.5,2,15,Nao havia odd exacta no horario do RUN; a linha apareceu em snapshot posterior.
735,faltas_total_ft_over_19_5,faltas,total,FT,over,19.5,1.51,0.02,False,RESOLVIDO_NO_RUN_0010,1.51,2026-05-19 16:32:07,2.4,2026-05-19 20:03:04,Total de Faltas,Mais de 19.5,19.5,14,22,RUN #0010 recebeu odd no slot.
736,faltas_total_ft_under_19_5,faltas,total,FT,under,19.5,2.32,-21.67,False,RESOLVIDO_NO_RUN_0010,2.32,2026-05-19 16:32:07,1.5,2026-05-19 20:03:04,Total de Faltas,Menos de 19.5,19.5,14,22,RUN #0010 recebeu odd no slot.
737,faltas_total_ft_over_21_5,faltas,total,FT,over,21.5,2,3.94,False,RESOLVIDO_NO_RUN_0010,2.0,2026-05-19 16:32:07,2.12,2026-05-19 19:33:03,Total de Faltas,Mais de 21.5,21.5,58,69,RUN #0010 recebeu odd no slot.
738,faltas_total_ft_under_21_5,faltas,total,FT,under,21.5,1.72,-17.38,False,RESOLVIDO_NO_RUN_0010,1.72,2026-05-19 16:32:07,1.65,2026-05-19 19:33:03,Total de Faltas,Menos de 21.5,21.5,58,69,RUN #0010 recebeu odd no slot.
739,faltas_total_ft_over_23_5,faltas,total,FT,over,23.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,52,71,"A market_key existe em outros jogos no banco, mas nao para este confronto."
740,faltas_total_ft_under_23_5,faltas,total,FT,under,23.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,52,71,"A market_key existe em outros jogos no banco, mas nao para este confronto."
741,faltas_total_ft_over_25_5,faltas,total,FT,over,25.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,109,122,"A market_key existe em outros jogos no banco, mas nao para este confronto."
742,faltas_total_ft_under_25_5,faltas,total,FT,under,25.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,109,122,"A market_key existe em outros jogos no banco, mas nao para este confronto."
743,faltas_total_ft_over_27_5,faltas,total,FT,over,27.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,89,96,"A market_key existe em outros jogos no banco, mas nao para este confronto."
744,faltas_total_ft_under_27_5,faltas,total,FT,under,27.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,89,96,"A market_key existe em outros jogos no banco, mas nao para este confronto."
745,faltas_home_ft_over_8_5,faltas,home,FT,over,8.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
746,faltas_home_ft_under_8_5,faltas,home,FT,under,8.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
747,faltas_home_ft_over_10_5,faltas,home,FT,over,10.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
748,faltas_home_ft_under_10_5,faltas,home,FT,under,10.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
749,faltas_home_ft_over_12_5,faltas,home,FT,over,12.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
750,faltas_home_ft_under_12_5,faltas,home,FT,under,12.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
751,faltas_home_ft_over_14_5,faltas,home,FT,over,14.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
752,faltas_home_ft_under_14_5,faltas,home,FT,under,14.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
753,faltas_away_ft_over_8_5,faltas,away,FT,over,8.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
754,faltas_away_ft_under_8_5,faltas,away,FT,under,8.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
755,faltas_away_ft_over_10_5,faltas,away,FT,over,10.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
756,faltas_away_ft_under_10_5,faltas,away,FT,under,10.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
757,faltas_away_ft_over_12_5,faltas,away,FT,over,12.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
758,faltas_away_ft_under_12_5,faltas,away,FT,under,12.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
759,faltas_away_ft_over_14_5,faltas,away,FT,over,14.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
760,faltas_away_ft_under_14_5,faltas,away,FT,under,14.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
761,gols_total_2t_over_0_5,gols,total,2T,over,0.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,852,897,"A market_key existe em outros jogos no banco, mas nao para este confronto."
762,gols_total_2t_under_0_5,gols,total,2T,under,0.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,965,1013,"A market_key existe em outros jogos no banco, mas nao para este confronto."
763,gols_total_2t_over_1_5,gols,total,2T,over,1.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,1063,1124,"A market_key existe em outros jogos no banco, mas nao para este confronto."
764,gols_total_2t_under_1_5,gols,total,2T,under,1.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,1063,1124,"A market_key existe em outros jogos no banco, mas nao para este confronto."
765,gols_total_2t_over_2_5,gols,total,2T,over,2.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,718,763,"A market_key existe em outros jogos no banco, mas nao para este confronto."
766,gols_total_2t_under_2_5,gols,total,2T,under,2.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,516,549,"A market_key existe em outros jogos no banco, mas nao para este confronto."
767,gols_total_2t_over_3_5,gols,total,2T,over,3.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,38,39,"A market_key existe em outros jogos no banco, mas nao para este confronto."
768,gols_total_2t_under_3_5,gols,total,2T,under,3.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,34,35,"A market_key existe em outros jogos no banco, mas nao para este confronto."
769,dupla_total_ft_1x,dupla,total,FT,1x,,,,False,GAP_MAPPER_NO_RUN_0010,2.3,2026-05-19 16:32:07,1.07,2026-05-19 20:03:04,Dupla Chance,1X,,818,955,"A odd ja existia no banco antes do motor rodar, mas o RUN #0010 nao resolveu. Categoria corrigida pelo mapper/casamento canonico em runs posteriores."
770,dupla_total_ft_12,dupla,total,FT,12,,,,False,GAP_MAPPER_NO_RUN_0010,1.23,2026-05-19 16:32:07,1.35,2026-05-19 20:03:04,Dupla Chance,12,,989,1128,"A odd ja existia no banco antes do motor rodar, mas o RUN #0010 nao resolveu. Categoria corrigida pelo mapper/casamento canonico em runs posteriores."
771,dupla_total_ft_x2,dupla,total,FT,x2,,,,False,GAP_MAPPER_NO_RUN_0010,1.19,2026-05-19 16:32:07,2.27,2026-05-19 20:03:04,Dupla Chance,X2,,1027,1169,"A odd ja existia no banco antes do motor rodar, mas o RUN #0010 nao resolveu. Categoria corrigida pelo mapper/casamento canonico em runs posteriores."
772,dupla_total_ht_1x,dupla,total,HT,1x,,1.67,12.47,True,RESOLVIDO_NO_RUN_0010,1.67,2026-05-19 16:32:07,1.25,2026-05-19 19:03:21,1º Tempo - Dupla Chance,1X,,618,734,RUN #0010 recebeu odd no slot.
773,dupla_total_ht_12,dupla,total,HT,12,,1.42,-18.97,False,RESOLVIDO_NO_RUN_0010,1.42,2026-05-19 16:32:07,2.45,2026-05-19 19:03:21,1º Tempo - Dupla Chance,12,,1078,1218,RUN #0010 recebeu odd no slot.
774,dupla_total_ht_x2,dupla,total,HT,x2,,1.16,-14.71,False,RESOLVIDO_NO_RUN_0010,1.16,2026-05-19 16:32:07,1.07,2026-05-19 19:03:21,1º Tempo - Dupla Chance,X2,,962,1094,RUN #0010 recebeu odd no slot.
775,gols_oddeven_total_ft_par,gols,total,FT,par,,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
776,gols_oddeven_total_ft_impar,gols,total,FT,impar,,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
777,gols_oddeven_total_ht_par,gols,total,HT,par,,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
778,gols_oddeven_total_ht_impar,gols,total,HT,impar,,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
779,escanteios_1x2_total_ft_home,escanteios,total,FT,home,,,,False,GAP_MAPPER_NO_RUN_0010,3.75,2026-05-19 16:32:07,1.67,2026-05-19 20:03:04,Equipe Com Mais Escanteios (1X2),1,,13,113,"A odd ja existia no banco antes do motor rodar, mas o RUN #0010 nao resolveu. Categoria corrigida pelo mapper/casamento canonico em runs posteriores."
780,escanteios_1x2_total_ft_draw,escanteios,total,FT,draw,,,,False,GAP_MAPPER_NO_RUN_0010,7.9,2026-05-19 16:32:07,4.85,2026-05-19 20:03:04,Equipe Com Mais Escanteios (1X2),X,,13,114,"A odd ja existia no banco antes do motor rodar, mas o RUN #0010 nao resolveu. Categoria corrigida pelo mapper/casamento canonico em runs posteriores."
781,escanteios_1x2_total_ft_away,escanteios,total,FT,away,,,,False,GAP_MAPPER_NO_RUN_0010,1.37,2026-05-19 16:32:07,3.4,2026-05-19 20:03:04,Equipe Com Mais Escanteios (1X2),2,,13,114,"A odd ja existia no banco antes do motor rodar, mas o RUN #0010 nao resolveu. Categoria corrigida pelo mapper/casamento canonico em runs posteriores."
782,escanteios_1x2_total_ht_home,escanteios,total,HT,home,,,,False,GAP_MAPPER_NO_RUN_0010,3.25,2026-05-19 16:32:07,11.0,2026-05-19 19:03:21,1º Tempo - Time com Mais Escanteios,1,,13,107,"A odd ja existia no banco antes do motor rodar, mas o RUN #0010 nao resolveu. Categoria corrigida pelo mapper/casamento canonico em runs posteriores."
783,escanteios_1x2_total_ht_draw,escanteios,total,HT,draw,,,,False,GAP_MAPPER_NO_RUN_0010,4.6,2026-05-19 16:32:07,6.0,2026-05-19 19:03:21,1º Tempo - Time com Mais Escanteios,X,,13,107,"A odd ja existia no banco antes do motor rodar, mas o RUN #0010 nao resolveu. Categoria corrigida pelo mapper/casamento canonico em runs posteriores."
784,escanteios_1x2_total_ht_away,escanteios,total,HT,away,,,,False,GAP_MAPPER_NO_RUN_0010,1.49,2026-05-19 16:32:07,1.18,2026-05-19 19:03:21,1º Tempo - Time com Mais Escanteios,2,,13,107,"A odd ja existia no banco antes do motor rodar, mas o RUN #0010 nao resolveu. Categoria corrigida pelo mapper/casamento canonico em runs posteriores."
785,escanteios_oddeven_total_ft_par,escanteios,total,FT,par,,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
786,escanteios_oddeven_total_ft_impar,escanteios,total,FT,impar,,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
787,escanteios_oddeven_total_ht_par,escanteios,total,HT,par,,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
788,escanteios_oddeven_total_ht_impar,escanteios,total,HT,impar,,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
789,escanteios_handicap_total_ft_home_minus_4_5,escanteios,total,FT,home_minus_4_5,-4.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
790,escanteios_handicap_total_ft_away_minus_4_5,escanteios,total,FT,away_minus_4_5,-4.5,,,False,ODD_ENTROU_APOS_RUN_0010,,,2.02,2026-05-19 19:33:03,Escanteios - Handicap,Mais de -4.5,-4.5,1,1,Nao havia odd exacta no horario do RUN; a linha apareceu em snapshot posterior.
791,escanteios_handicap_total_ft_home_minus_3_5,escanteios,total,FT,home_minus_3_5,-3.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
792,escanteios_handicap_total_ft_away_minus_3_5,escanteios,total,FT,away_minus_3_5,-3.5,,,False,GAP_MAPPER_NO_RUN_0010,2.35,2026-05-19 16:32:07,2.02,2026-05-19 19:03:21,Escanteios - Handicap,Mais de -3.5,-3.5,1,6,"A odd ja existia no banco antes do motor rodar, mas o RUN #0010 nao resolveu. Categoria corrigida pelo mapper/casamento canonico em runs posteriores."
793,escanteios_handicap_total_ft_home_minus_2_5,escanteios,total,FT,home_minus_2_5,-2.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,2,7,"A market_key existe em outros jogos no banco, mas nao para este confronto."
794,escanteios_handicap_total_ft_away_minus_2_5,escanteios,total,FT,away_minus_2_5,-2.5,,,False,GAP_MAPPER_NO_RUN_0010,1.9,2026-05-19 16:32:07,1.78,2026-05-19 18:33:05,Escanteios - Handicap,Mais de -2.5,-2.5,2,10,"A odd ja existia no banco antes do motor rodar, mas o RUN #0010 nao resolveu. Categoria corrigida pelo mapper/casamento canonico em runs posteriores."
795,escanteios_handicap_total_ft_home_minus_1_5,escanteios,total,FT,home_minus_1_5,-1.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,6,44,"A market_key existe em outros jogos no banco, mas nao para este confronto."
796,escanteios_handicap_total_ft_away_minus_1_5,escanteios,total,FT,away_minus_1_5,-1.5,,,False,GAP_MAPPER_NO_RUN_0010,1.59,2026-05-19 16:32:07,1.57,2026-05-19 18:03:23,Escanteios - Handicap,Mais de -1.5,-1.5,3,29,"A odd ja existia no banco antes do motor rodar, mas o RUN #0010 nao resolveu. Categoria corrigida pelo mapper/casamento canonico em runs posteriores."
797,escanteios_handicap_total_ft_home_plus_1_5,escanteios,total,FT,home_plus_1_5,1.5,,,False,GAP_MAPPER_NO_RUN_0010,2.22,2026-05-19 16:32:07,2.27,2026-05-19 18:03:23,Escanteios - Handicap,Mais de 1.5,1.5,3,29,"A odd ja existia no banco antes do motor rodar, mas o RUN #0010 nao resolveu. Categoria corrigida pelo mapper/casamento canonico em runs posteriores."
798,escanteios_handicap_total_ft_away_plus_1_5,escanteios,total,FT,away_plus_1_5,1.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,6,44,"A market_key existe em outros jogos no banco, mas nao para este confronto."
799,escanteios_handicap_total_ft_home_plus_2_5,escanteios,total,FT,home_plus_2_5,2.5,,,False,GAP_MAPPER_NO_RUN_0010,1.8,2026-05-19 16:32:07,1.92,2026-05-19 18:33:05,Escanteios - Handicap,Mais de 2.5,2.5,2,10,"A odd ja existia no banco antes do motor rodar, mas o RUN #0010 nao resolveu. Categoria corrigida pelo mapper/casamento canonico em runs posteriores."
800,escanteios_handicap_total_ft_away_plus_2_5,escanteios,total,FT,away_plus_2_5,2.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,2,7,"A market_key existe em outros jogos no banco, mas nao para este confronto."
801,escanteios_handicap_total_ft_home_plus_3_5,escanteios,total,FT,home_plus_3_5,3.5,,,False,GAP_MAPPER_NO_RUN_0010,1.53,2026-05-19 16:32:07,1.72,2026-05-19 19:03:21,Escanteios - Handicap,Mais de 3.5,3.5,1,6,"A odd ja existia no banco antes do motor rodar, mas o RUN #0010 nao resolveu. Categoria corrigida pelo mapper/casamento canonico em runs posteriores."
802,escanteios_handicap_total_ft_away_plus_3_5,escanteios,total,FT,away_plus_3_5,3.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
803,escanteios_handicap_total_ft_home_plus_4_5,escanteios,total,FT,home_plus_4_5,4.5,,,False,ODD_ENTROU_APOS_RUN_0010,,,1.7,2026-05-19 19:33:03,Escanteios - Handicap,Mais de 4.5,4.5,1,1,Nao havia odd exacta no horario do RUN; a linha apareceu em snapshot posterior.
804,escanteios_handicap_total_ft_away_plus_4_5,escanteios,total,FT,away_plus_4_5,4.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
805,escanteios_handicap_total_ht_home_minus_2_5,escanteios,total,HT,home_minus_2_5,-2.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,1,13,"A market_key existe em outros jogos no banco, mas nao para este confronto."
806,escanteios_handicap_total_ht_away_minus_2_5,escanteios,total,HT,away_minus_2_5,-2.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,1,1,"A market_key existe em outros jogos no banco, mas nao para este confronto."
807,escanteios_handicap_total_ht_home_minus_1_5,escanteios,total,HT,home_minus_1_5,-1.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
808,escanteios_handicap_total_ht_away_minus_1_5,escanteios,total,HT,away_minus_1_5,-1.5,,,False,GAP_MAPPER_NO_RUN_0010,2.0,2026-05-19 16:32:07,2.0,2026-05-19 19:03:21,1º Tempo - Handicap de Escanteio,Mais de -1.5,-1.5,2,24,"A odd ja existia no banco antes do motor rodar, mas o RUN #0010 nao resolveu. Categoria corrigida pelo mapper/casamento canonico em runs posteriores."
809,escanteios_handicap_total_ht_home_plus_1_5,escanteios,total,HT,home_plus_1_5,1.5,,,False,GAP_MAPPER_NO_RUN_0010,1.65,2026-05-19 16:32:07,1.72,2026-05-19 19:03:21,1º Tempo - Handicap de Escanteio,Mais de 1.5,1.5,2,24,"A odd ja existia no banco antes do motor rodar, mas o RUN #0010 nao resolveu. Categoria corrigida pelo mapper/casamento canonico em runs posteriores."
810,escanteios_handicap_total_ht_away_plus_1_5,escanteios,total,HT,away_plus_1_5,1.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
811,escanteios_handicap_total_ht_home_plus_2_5,escanteios,total,HT,home_plus_2_5,2.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,1,1,"A market_key existe em outros jogos no banco, mas nao para este confronto."
812,escanteios_handicap_total_ht_away_plus_2_5,escanteios,total,HT,away_plus_2_5,2.5,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,1,13,"A market_key existe em outros jogos no banco, mas nao para este confronto."
813,chutes_1x2_total_ft_home,chutes,total,FT,home,,,,False,GAP_MAPPER_NO_RUN_0010,3.4,2026-05-19 16:32:07,3.4,2026-05-19 18:03:23,Equipe Com Mais Finalizações (1X2),1,,6,67,"A odd ja existia no banco antes do motor rodar, mas o RUN #0010 nao resolveu. Categoria corrigida pelo mapper/casamento canonico em runs posteriores."
814,chutes_1x2_total_ft_draw,chutes,total,FT,draw,,,,False,GAP_MAPPER_NO_RUN_0010,15.0,2026-05-19 16:32:07,15.0,2026-05-19 18:03:23,Equipe Com Mais Finalizações (1X2),X,,7,80,"A odd ja existia no banco antes do motor rodar, mas o RUN #0010 nao resolveu. Categoria corrigida pelo mapper/casamento canonico em runs posteriores."
815,chutes_1x2_total_ft_away,chutes,total,FT,away,,,,False,GAP_MAPPER_NO_RUN_0010,1.36,2026-05-19 16:32:07,1.36,2026-05-19 18:03:23,Equipe Com Mais Finalizações (1X2),2,,7,80,"A odd ja existia no banco antes do motor rodar, mas o RUN #0010 nao resolveu. Categoria corrigida pelo mapper/casamento canonico em runs posteriores."
816,chutes_1x2_total_ht_home,chutes,total,HT,home,,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
817,chutes_1x2_total_ht_draw,chutes,total,HT,draw,,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
818,chutes_1x2_total_ht_away,chutes,total,HT,away,,,,False,SEM_ODD_NO_SNAPSHOT_LOCAL,,,,,,,,0,0,Nao existe nenhuma linha com essa market_key no banco atual; pode ser mercado nao ofertado/capturado ou normalizacao pendente se houver equivalente legacy/composto.
819,chutes_alvo_1x2_total_ft_home,chutes,total,FT,home,,,,False,GAP_MAPPER_NO_RUN_0010,4.25,2026-05-19 16:32:07,20.0,2026-05-19 19:33:03,Equipe Com Mais Chutes no Gol (1X2),1,,9,91,"A odd ja existia no banco antes do motor rodar, mas o RUN #0010 nao resolveu. Categoria corrigida pelo mapper/casamento canonico em runs posteriores."
820,chutes_alvo_1x2_total_ft_draw,chutes,total,FT,draw,,,,False,GAP_MAPPER_NO_RUN_0010,7.9,2026-05-19 16:32:07,15.0,2026-05-19 19:33:03,Equipe Com Mais Chutes no Gol (1X2),X,,9,91,"A odd ja existia no banco antes do motor rodar, mas o RUN #0010 nao resolveu. Categoria corrigida pelo mapper/casamento canonico em runs posteriores."
